test_id,PM2.5,PM10,O3
dongsi_aq#0,39 ,55 ,118 
dongsi_aq#1,39 ,52 ,121 
dongsi_aq#2,38 ,54 ,125 
dongsi_aq#3,41 ,57 ,126 
dongsi_aq#4,40 ,56 ,129 
dongsi_aq#5,36 ,60 ,137 
dongsi_aq#6,36 ,65 ,136 
dongsi_aq#7,41 ,67 ,141 
dongsi_aq#8,42 ,69 ,149 
dongsi_aq#9,44 ,68 ,161 
dongsi_aq#10,45 ,74 ,166 
dongsi_aq#11,44 ,70 ,153 
dongsi_aq#12,50 ,72 ,135 
dongsi_aq#13,42 ,72 ,114 
dongsi_aq#14,44 ,77 ,88 
dongsi_aq#15,38 ,79 ,70 
dongsi_aq#16,40 ,86 ,67 
dongsi_aq#17,44 ,84 ,68 
dongsi_aq#18,46 ,87 ,67 
dongsi_aq#19,50 ,97 ,59 
dongsi_aq#20,45 ,95 ,53 
dongsi_aq#21,46 ,97 ,66 
dongsi_aq#22,52 ,96 ,76 
dongsi_aq#23,48 ,99 ,67 
dongsi_aq#24,47 ,96 ,92 
dongsi_aq#25,46 ,97 ,99 
dongsi_aq#26,44 ,104 ,106 
dongsi_aq#27,46 ,106 ,110 
dongsi_aq#28,50 ,110 ,120 
dongsi_aq#29,55 ,109 ,131 
dongsi_aq#30,57 ,114 ,143 
dongsi_aq#31,57 ,116 ,147 
dongsi_aq#32,55 ,112 ,139 
dongsi_aq#33,57 ,104 ,139 
dongsi_aq#34,56 ,108 ,133 
dongsi_aq#35,55 ,110 ,145 
dongsi_aq#36,57 ,114 ,146 
dongsi_aq#37,54 ,115 ,146 
dongsi_aq#38,54 ,117 ,142 
dongsi_aq#39,54 ,126 ,138 
dongsi_aq#40,53 ,126 ,131 
dongsi_aq#41,50 ,128 ,117 
dongsi_aq#42,50 ,136 ,100 
dongsi_aq#43,45 ,134 ,83 
dongsi_aq#44,48 ,118 ,84 
dongsi_aq#45,47 ,117 ,106 
dongsi_aq#46,47 ,117 ,119 
dongsi_aq#47,47 ,119 ,124 
tiantan_aq#0,37 ,62 ,114 
tiantan_aq#1,37 ,67 ,121 
tiantan_aq#2,38 ,59 ,124 
tiantan_aq#3,38 ,56 ,127 
tiantan_aq#4,39 ,62 ,131 
tiantan_aq#5,37 ,64 ,128 
tiantan_aq#6,39 ,78 ,132 
tiantan_aq#7,46 ,84 ,134 
tiantan_aq#8,44 ,84 ,139 
