test_id,PM2.5,PM10,O3
dongsi_aq#0,68 ,93 ,74 
dongsi_aq#1,69 ,101 ,86 
dongsi_aq#2,69 ,99 ,97 
dongsi_aq#3,66 ,102 ,104 
dongsi_aq#4,66 ,108 ,117 
dongsi_aq#5,60 ,110 ,124 
dongsi_aq#6,52 ,108 ,130 
dongsi_aq#7,49 ,109 ,131 
dongsi_aq#8,47 ,108 ,117 
dongsi_aq#9,41 ,116 ,118 
dongsi_aq#10,46 ,110 ,117 
dongsi_aq#11,53 ,117 ,121 
dongsi_aq#12,61 ,119 ,126 
dongsi_aq#13,70 ,121 ,117 
dongsi_aq#14,74 ,116 ,101 
dongsi_aq#15,75 ,119 ,79 
dongsi_aq#16,82 ,123 ,68 
dongsi_aq#17,81 ,118 ,59 
dongsi_aq#18,80 ,114 ,50 
dongsi_aq#19,77 ,116 ,48 
dongsi_aq#20,67 ,114 ,46 
dongsi_aq#21,64 ,121 ,47 
dongsi_aq#22,67 ,128 ,50 
dongsi_aq#23,72 ,131 ,47 
dongsi_aq#24,72 ,129 ,53 
dongsi_aq#25,72 ,131 ,65 
dongsi_aq#26,75 ,130 ,78 
dongsi_aq#27,77 ,130 ,97 
dongsi_aq#28,80 ,135 ,106 
dongsi_aq#29,81 ,139 ,121 
dongsi_aq#30,82 ,141 ,135 
dongsi_aq#31,87 ,139 ,142 
dongsi_aq#32,90 ,135 ,142 
dongsi_aq#33,90 ,138 ,155 
dongsi_aq#34,90 ,141 ,149 
dongsi_aq#35,88 ,140 ,155 
dongsi_aq#36,86 ,143 ,146 
dongsi_aq#37,76 ,143 ,144 
dongsi_aq#38,74 ,142 ,136 
dongsi_aq#39,81 ,146 ,123 
dongsi_aq#40,79 ,143 ,119 
dongsi_aq#41,86 ,148 ,102 
dongsi_aq#42,88 ,146 ,87 
dongsi_aq#43,85 ,143 ,71 
dongsi_aq#44,79 ,146 ,67 
dongsi_aq#45,79 ,146 ,55 
dongsi_aq#46,80 ,146 ,60 
dongsi_aq#47,81 ,139 ,59 
tiantan_aq#0,44 ,87 ,62 
tiantan_aq#1,45 ,91 ,74 
tiantan_aq#2,47 ,90 ,88 
tiantan_aq#3,52 ,92 ,95 
tiantan_aq#4,52 ,102 ,103 
tiantan_aq#5,52 ,109 ,111 
tiantan_aq#6,48 ,116 ,116 
tiantan_aq#7,46 ,115 ,117 
tiantan_aq#8,47 ,109 ,114 
tiantan_aq#9,50 ,111 ,112 
tiantan_aq#10,49 ,113 ,111 
tiantan_aq#11,53 ,119 ,111 
tiantan_aq#12,58 ,123 ,102 
tiantan_aq#13,62 ,127 ,93 
tiantan_aq#14,57 ,123 ,78 
tiantan_aq#15,58 ,123 ,60 
tiantan_aq#16,60 ,119 ,53 
tiantan_aq#17,61 ,119 ,43 
tiantan_aq#18,63 ,113 ,36 
tiantan_aq#19,54 ,101 ,34 
tiantan_aq#20,50 ,100 ,30 
tiantan_aq#21,49 ,101 ,33 
tiantan_aq#22,52 ,104 ,39 
tiantan_aq#23,54 ,105 ,37 
tiantan_aq#24,58 ,109 ,44 
tiantan_aq#25,59 ,102 ,59 
tiantan_aq#26,59 ,103 ,71 
tiantan_aq#27,60 ,108 ,88 
tiantan_aq#28,64 ,111 ,96 
tiantan_aq#29,65 ,109 ,108 
tiantan_aq#30,64 ,108 ,131 
tiantan_aq#31,62 ,108 ,129 
tiantan_aq#32,61 ,117 ,138 
tiantan_aq#33,61 ,116 ,146 
tiantan_aq#34,61 ,119 ,145 
tiantan_aq#35,59 ,132 ,154 
tiantan_aq#36,65 ,135 ,139 
tiantan_aq#37,60 ,133 ,128 
tiantan_aq#38,62 ,132 ,124 
tiantan_aq#39,66 ,130 ,112 
tiantan_aq#40,63 ,133 ,103 
tiantan_aq#41,67 ,136 ,95 
tiantan_aq#42,72 ,136 ,81 
tiantan_aq#43,73 ,134 ,65 
tiantan_aq#44,68 ,134 ,50 
tiantan_aq#45,74 ,136 ,46 
tiantan_aq#46,78 ,132 ,57 
tiantan_aq#47,83 ,135 ,59 
guanyuan_aq#0,61 ,106 ,69 
guanyuan_aq#1,59 ,111 ,83 
guanyuan_aq#2,64 ,111 ,97 
guanyuan_aq#3,65 ,111 ,104 
guanyuan_aq#4,67 ,115 ,113 
guanyuan_aq#5,63 ,120 ,123 
guanyuan_aq#6,62 ,118 ,128 
guanyuan_aq#7,67 ,122 ,128 
guanyuan_aq#8,71 ,121 ,122 
guanyuan_aq#9,68 ,116 ,126 
guanyuan_aq#10,75 ,123 ,127 
guanyuan_aq#11,76 ,130 ,119 
guanyuan_aq#12,75 ,127 ,123 
guanyuan_aq#13,73 ,129 ,116 
guanyuan_aq#14,72 ,128 ,100 
guanyuan_aq#15,71 ,113 ,80 
guanyuan_aq#16,72 ,115 ,72 
guanyuan_aq#17,74 ,118 ,60 
guanyuan_aq#18,68 ,105 ,53 
guanyuan_aq#19,64 ,104 ,48 
guanyuan_aq#20,60 ,102 ,47 
guanyuan_aq#21,61 ,103 ,45 
guanyuan_aq#22,60 ,106 ,46 
guanyuan_aq#23,72 ,116 ,51 
guanyuan_aq#24,76 ,112 ,52 
guanyuan_aq#25,76 ,116 ,68 
guanyuan_aq#26,79 ,117 ,83 
guanyuan_aq#27,77 ,109 ,99 
guanyuan_aq#28,81 ,121 ,109 
guanyuan_aq#29,85 ,123 ,121 
guanyuan_aq#30,87 ,123 ,141 
guanyuan_aq#31,82 ,122 ,148 
guanyuan_aq#32,90 ,120 ,150 
guanyuan_aq#33,89 ,119 ,162 
guanyuan_aq#34,89 ,126 ,154 
guanyuan_aq#35,83 ,136 ,164 
guanyuan_aq#36,76 ,141 ,151 
guanyuan_aq#37,74 ,149 ,143 
guanyuan_aq#38,81 ,157 ,135 
guanyuan_aq#39,82 ,152 ,128 
guanyuan_aq#40,81 ,156 ,113 
guanyuan_aq#41,79 ,165 ,104 
guanyuan_aq#42,75 ,165 ,92 
guanyuan_aq#43,77 ,164 ,75 
guanyuan_aq#44,80 ,160 ,64 
guanyuan_aq#45,77 ,154 ,60 
guanyuan_aq#46,79 ,160 ,62 
guanyuan_aq#47,83 ,167 ,67 
wanshouxig_aq#0,62 ,119 ,66 
wanshouxig_aq#1,61 ,122 ,77 
wanshouxig_aq#2,60 ,128 ,92 
wanshouxig_aq#3,59 ,131 ,99 
wanshouxig_aq#4,60 ,133 ,107 
wanshouxig_aq#5,56 ,135 ,115 
wanshouxig_aq#6,51 ,135 ,118 
wanshouxig_aq#7,51 ,129 ,118 
wanshouxig_aq#8,53 ,130 ,111 
wanshouxig_aq#9,52 ,129 ,111 
wanshouxig_aq#10,56 ,137 ,112 
wanshouxig_aq#11,62 ,145 ,108 
wanshouxig_aq#12,65 ,145 ,103 
wanshouxig_aq#13,63 ,143 ,98 
wanshouxig_aq#14,65 ,135 ,82 
wanshouxig_aq#15,66 ,131 ,64 
wanshouxig_aq#16,67 ,134 ,49 
wanshouxig_aq#17,68 ,128 ,38 
wanshouxig_aq#18,67 ,127 ,34 
wanshouxig_aq#19,64 ,123 ,33 
wanshouxig_aq#20,61 ,124 ,34 
wanshouxig_aq#21,62 ,121 ,39 
wanshouxig_aq#22,71 ,135 ,45 
wanshouxig_aq#23,73 ,140 ,39 
wanshouxig_aq#24,74 ,141 ,55 
wanshouxig_aq#25,77 ,137 ,64 
wanshouxig_aq#26,77 ,135 ,79 
wanshouxig_aq#27,77 ,136 ,92 
wanshouxig_aq#28,75 ,146 ,100 
wanshouxig_aq#29,75 ,152 ,112 
wanshouxig_aq#30,76 ,152 ,126 
wanshouxig_aq#31,75 ,154 ,133 
wanshouxig_aq#32,73 ,171 ,135 
wanshouxig_aq#33,73 ,176 ,148 
wanshouxig_aq#34,74 ,168 ,151 
wanshouxig_aq#35,73 ,159 ,159 
wanshouxig_aq#36,66 ,160 ,143 
wanshouxig_aq#37,67 ,168 ,132 
wanshouxig_aq#38,69 ,175 ,125 
wanshouxig_aq#39,72 ,175 ,111 
wanshouxig_aq#40,74 ,174 ,104 
wanshouxig_aq#41,79 ,178 ,94 
wanshouxig_aq#42,82 ,178 ,81 
wanshouxig_aq#43,80 ,171 ,66 
wanshouxig_aq#44,76 ,166 ,58 
wanshouxig_aq#45,80 ,171 ,52 
wanshouxig_aq#46,82 ,165 ,57 
wanshouxig_aq#47,85 ,170 ,59 
aotizhongx_aq#0,59 ,100 ,67 
aotizhongx_aq#1,59 ,103 ,78 
aotizhongx_aq#2,59 ,103 ,88 
aotizhongx_aq#3,59 ,104 ,99 
aotizhongx_aq#4,58 ,110 ,108 
aotizhongx_aq#5,53 ,110 ,118 
aotizhongx_aq#6,52 ,107 ,113 
aotizhongx_aq#7,51 ,109 ,115 
aotizhongx_aq#8,53 ,113 ,104 
aotizhongx_aq#9,50 ,115 ,103 
aotizhongx_aq#10,53 ,107 ,107 
aotizhongx_aq#11,56 ,109 ,107 
aotizhongx_aq#12,57 ,116 ,115 
aotizhongx_aq#13,57 ,124 ,108 
aotizhongx_aq#14,58 ,122 ,92 
