test_id,PM2.5,PM10,O3
dongsi_aq#0,51 ,94 ,75 
dongsi_aq#1,53 ,92 ,80 
dongsi_aq#2,52 ,92 ,95 
dongsi_aq#3,57 ,100 ,114 
dongsi_aq#4,51 ,98 ,130 
dongsi_aq#5,52 ,99 ,148 
dongsi_aq#6,53 ,94 ,160 
dongsi_aq#7,51 ,95 ,169 
dongsi_aq#8,52 ,91 ,148 
dongsi_aq#9,54 ,96 ,156 
dongsi_aq#10,52 ,94 ,141 
dongsi_aq#11,50 ,94 ,144 
dongsi_aq#12,47 ,91 ,136 
dongsi_aq#13,48 ,95 ,116 
dongsi_aq#14,49 ,86 ,111 
dongsi_aq#15,52 ,83 ,98 
dongsi_aq#16,50 ,82 ,81 
dongsi_aq#17,52 ,72 ,73 
dongsi_aq#18,48 ,72 ,56 
dongsi_aq#19,51 ,71 ,46 
dongsi_aq#20,48 ,70 ,51 
dongsi_aq#21,49 ,71 ,46 
dongsi_aq#22,48 ,72 ,38 
dongsi_aq#23,50 ,71 ,43 
dongsi_aq#24,52 ,65 ,58 
dongsi_aq#25,51 ,69 ,60 
dongsi_aq#26,51 ,64 ,78 
dongsi_aq#27,50 ,70 ,115 
dongsi_aq#28,51 ,67 ,133 
dongsi_aq#29,52 ,67 ,129 
dongsi_aq#30,49 ,64 ,139 
dongsi_aq#31,51 ,66 ,144 
dongsi_aq#32,48 ,64 ,144 
dongsi_aq#33,50 ,63 ,138 
dongsi_aq#34,50 ,67 ,128 
dongsi_aq#35,49 ,68 ,111 
dongsi_aq#36,49 ,67 ,116 
dongsi_aq#37,48 ,65 ,114 
dongsi_aq#38,48 ,71 ,121 
dongsi_aq#39,48 ,74 ,111 
dongsi_aq#40,49 ,77 ,92 
dongsi_aq#41,50 ,78 ,82 
dongsi_aq#42,50 ,81 ,71 
dongsi_aq#43,50 ,81 ,55 
dongsi_aq#44,49 ,75 ,57 
dongsi_aq#45,45 ,71 ,51 
dongsi_aq#46,40 ,67 ,53 
dongsi_aq#47,40 ,69 ,47 
tiantan_aq#0,43 ,93 ,62 
tiantan_aq#1,44 ,94 ,70 
tiantan_aq#2,46 ,92 ,86 
tiantan_aq#3,45 ,91 ,99 
tiantan_aq#4,46 ,93 ,114 
tiantan_aq#5,47 ,93 ,141 
tiantan_aq#6,48 ,92 ,147 
tiantan_aq#7,47 ,91 ,150 
tiantan_aq#8,47 ,89 ,154 
tiantan_aq#9,48 ,88 ,153 
tiantan_aq#10,43 ,89 ,120 
tiantan_aq#11,40 ,87 ,126 
