test_id,PM2.5,PM10,O3
dongsi_aq#0,59 ,91 ,42 
dongsi_aq#1,60 ,89 ,61 
dongsi_aq#2,67 ,96 ,85 
dongsi_aq#3,68 ,102 ,104 
dongsi_aq#4,67 ,104 ,126 
dongsi_aq#5,67 ,98 ,127 
dongsi_aq#6,67 ,94 ,140 
dongsi_aq#7,67 ,98 ,129 
dongsi_aq#8,65 ,104 ,141 
dongsi_aq#9,63 ,100 ,143 
dongsi_aq#10,65 ,100 ,131 
dongsi_aq#11,65 ,102 ,123 
dongsi_aq#12,63 ,93 ,123 
dongsi_aq#13,63 ,103 ,120 
dongsi_aq#14,65 ,94 ,118 
dongsi_aq#15,64 ,96 ,99 
dongsi_aq#16,68 ,100 ,89 
dongsi_aq#17,66 ,95 ,78 
dongsi_aq#18,60 ,92 ,61 
dongsi_aq#19,55 ,89 ,51 
dongsi_aq#20,53 ,85 ,45 
dongsi_aq#21,51 ,79 ,29 
dongsi_aq#22,49 ,76 ,37 
dongsi_aq#23,53 ,78 ,31 
dongsi_aq#24,43 ,76 ,24 
dongsi_aq#25,36 ,69 ,59 
dongsi_aq#26,36 ,62 ,66 
dongsi_aq#27,40 ,63 ,73 
dongsi_aq#28,47 ,72 ,104 
dongsi_aq#29,57 ,77 ,110 
dongsi_aq#30,60 ,76 ,131 
dongsi_aq#31,55 ,74 ,140 
dongsi_aq#32,52 ,74 ,146 
dongsi_aq#33,53 ,62 ,155 
dongsi_aq#34,55 ,79 ,150 
dongsi_aq#35,51 ,77 ,139 
dongsi_aq#36,49 ,81 ,129 
dongsi_aq#37,54 ,83 ,117 
dongsi_aq#38,54 ,85 ,106 
dongsi_aq#39,55 ,78 ,85 
dongsi_aq#40,52 ,77 ,63 
dongsi_aq#41,50 ,89 ,51 
dongsi_aq#42,47 ,87 ,51 
dongsi_aq#43,49 ,87 ,42 
dongsi_aq#44,50 ,85 ,44 
dongsi_aq#45,54 ,88 ,25 
dongsi_aq#46,54 ,93 ,25 
dongsi_aq#47,60 ,92 ,31 
tiantan_aq#0,61 ,94 ,29 
tiantan_aq#1,58 ,99 ,48 
tiantan_aq#2,63 ,90 ,58 
tiantan_aq#3,65 ,86 ,84 
tiantan_aq#4,58 ,86 ,98 
tiantan_aq#5,59 ,83 ,101 
tiantan_aq#6,64 ,92 ,130 
tiantan_aq#7,61 ,79 ,122 
tiantan_aq#8,61 ,80 ,121 
tiantan_aq#9,57 ,88 ,110 
tiantan_aq#10,59 ,90 ,107 
tiantan_aq#11,58 ,93 ,99 
tiantan_aq#12,59 ,90 ,99 
tiantan_aq#13,54 ,86 ,103 
tiantan_aq#14,54 ,82 ,93 
tiantan_aq#15,58 ,93 ,72 
tiantan_aq#16,60 ,93 ,68 
tiantan_aq#17,61 ,94 ,54 
tiantan_aq#18,54 ,98 ,41 
tiantan_aq#19,42 ,93 ,25 
tiantan_aq#20,41 ,93 ,25 
tiantan_aq#21,39 ,90 ,24 
tiantan_aq#22,39 ,84 ,24 
tiantan_aq#23,42 ,82 ,19 
tiantan_aq#24,34 ,79 ,11 
tiantan_aq#25,31 ,76 ,49 
tiantan_aq#26,30 ,73 ,56 
tiantan_aq#27,35 ,83 ,58 
tiantan_aq#28,38 ,70 ,79 
tiantan_aq#29,39 ,75 ,101 
tiantan_aq#30,44 ,75 ,126 
tiantan_aq#31,44 ,77 ,125 
tiantan_aq#32,43 ,74 ,114 
tiantan_aq#33,43 ,78 ,123 
tiantan_aq#34,47 ,82 ,126 
tiantan_aq#35,45 ,83 ,119 
tiantan_aq#36,42 ,77 ,116 
tiantan_aq#37,43 ,80 ,101 
tiantan_aq#38,41 ,77 ,72 
tiantan_aq#39,43 ,81 ,59 
tiantan_aq#40,44 ,79 ,40 
tiantan_aq#41,41 ,82 ,31 
tiantan_aq#42,39 ,85 ,26 
tiantan_aq#43,45 ,86 ,16 
tiantan_aq#44,48 ,86 ,19 
tiantan_aq#45,47 ,87 ,19 
tiantan_aq#46,46 ,85 ,21 
tiantan_aq#47,56 ,84 ,22 
guanyuan_aq#0,68 ,124 ,55 
guanyuan_aq#1,73 ,129 ,81 
guanyuan_aq#2,73 ,142 ,96 
guanyuan_aq#3,74 ,150 ,124 
guanyuan_aq#4,70 ,134 ,142 
guanyuan_aq#5,68 ,133 ,132 
guanyuan_aq#6,68 ,128 ,153 
guanyuan_aq#7,59 ,121 ,148 
guanyuan_aq#8,58 ,105 ,150 
guanyuan_aq#9,68 ,97 ,152 
guanyuan_aq#10,58 ,93 ,141 
guanyuan_aq#11,57 ,110 ,134 
guanyuan_aq#12,57 ,112 ,78 
guanyuan_aq#13,52 ,109 ,113 
guanyuan_aq#14,56 ,110 ,116 
guanyuan_aq#15,63 ,111 ,91 
guanyuan_aq#16,62 ,120 ,95 
guanyuan_aq#17,63 ,125 ,90 
guanyuan_aq#18,48 ,123 ,71 
guanyuan_aq#19,50 ,118 ,64 
guanyuan_aq#20,46 ,107 ,47 
guanyuan_aq#21,41 ,94 ,20 
guanyuan_aq#22,41 ,99 ,32 
guanyuan_aq#23,41 ,92 ,16 
guanyuan_aq#24,33 ,84 ,35 
guanyuan_aq#25,34 ,83 ,50 
guanyuan_aq#26,32 ,83 ,60 
guanyuan_aq#27,34 ,86 ,74 
guanyuan_aq#28,42 ,89 ,96 
guanyuan_aq#29,43 ,85 ,112 
guanyuan_aq#30,42 ,87 ,145 
guanyuan_aq#31,47 ,90 ,127 
guanyuan_aq#32,47 ,89 ,130 
guanyuan_aq#33,48 ,85 ,151 
guanyuan_aq#34,44 ,90 ,150 
guanyuan_aq#35,38 ,91 ,137 
guanyuan_aq#36,39 ,91 ,138 
guanyuan_aq#37,37 ,97 ,118 
guanyuan_aq#38,38 ,95 ,123 
guanyuan_aq#39,47 ,98 ,107 
guanyuan_aq#40,45 ,91 ,75 
guanyuan_aq#41,37 ,94 ,61 
guanyuan_aq#42,36 ,96 ,57 
guanyuan_aq#43,39 ,98 ,50 
guanyuan_aq#44,49 ,96 ,48 
guanyuan_aq#45,50 ,100 ,28 
guanyuan_aq#46,50 ,106 ,31 
guanyuan_aq#47,54 ,102 ,36 
wanshouxig_aq#0,75 ,103 ,39 
wanshouxig_aq#1,74 ,90 ,60 
wanshouxig_aq#2,76 ,99 ,75 
wanshouxig_aq#3,74 ,114 ,99 
wanshouxig_aq#4,70 ,94 ,118 
wanshouxig_aq#5,72 ,91 ,115 
wanshouxig_aq#6,70 ,97 ,134 
wanshouxig_aq#7,73 ,93 ,123 
wanshouxig_aq#8,67 ,100 ,126 
wanshouxig_aq#9,60 ,97 ,118 
wanshouxig_aq#10,53 ,98 ,117 
wanshouxig_aq#11,59 ,97 ,113 
wanshouxig_aq#12,57 ,92 ,116 
wanshouxig_aq#13,61 ,93 ,101 
wanshouxig_aq#14,55 ,93 ,105 
wanshouxig_aq#15,61 ,109 ,78 
wanshouxig_aq#16,64 ,116 ,72 
wanshouxig_aq#17,61 ,111 ,62 
wanshouxig_aq#18,60 ,105 ,63 
wanshouxig_aq#19,50 ,96 ,53 
wanshouxig_aq#20,49 ,99 ,43 
wanshouxig_aq#21,47 ,97 ,33 
wanshouxig_aq#22,49 ,97 ,29 
wanshouxig_aq#23,52 ,99 ,19 
wanshouxig_aq#24,39 ,94 ,19 
wanshouxig_aq#25,39 ,83 ,62 
wanshouxig_aq#26,38 ,82 ,64 
wanshouxig_aq#27,45 ,90 ,74 
wanshouxig_aq#28,47 ,103 ,95 
wanshouxig_aq#29,48 ,101 ,107 
wanshouxig_aq#30,50 ,95 ,131 
wanshouxig_aq#31,49 ,93 ,129 
wanshouxig_aq#32,52 ,85 ,130 
wanshouxig_aq#33,49 ,82 ,136 
wanshouxig_aq#34,53 ,79 ,135 
wanshouxig_aq#35,40 ,80 ,124 
wanshouxig_aq#36,40 ,89 ,121 
wanshouxig_aq#37,39 ,81 ,97 
wanshouxig_aq#38,39 ,77 ,86 
wanshouxig_aq#39,44 ,75 ,74 
wanshouxig_aq#40,45 ,82 ,50 
wanshouxig_aq#41,41 ,89 ,51 
wanshouxig_aq#42,43 ,96 ,51 
wanshouxig_aq#43,44 ,106 ,37 
wanshouxig_aq#44,46 ,102 ,31 
wanshouxig_aq#45,50 ,86 ,21 
wanshouxig_aq#46,52 ,73 ,21 
wanshouxig_aq#47,56 ,79 ,31 
aotizhongx_aq#0,60 ,116 ,38 
aotizhongx_aq#1,57 ,120 ,58 
aotizhongx_aq#2,64 ,112 ,88 
aotizhongx_aq#3,64 ,118 ,106 
aotizhongx_aq#4,53 ,111 ,133 
aotizhongx_aq#5,55 ,110 ,134 
aotizhongx_aq#6,49 ,102 ,146 
aotizhongx_aq#7,56 ,101 ,139 
aotizhongx_aq#8,53 ,93 ,133 
aotizhongx_aq#9,52 ,96 ,128 
aotizhongx_aq#10,51 ,94 ,128 
aotizhongx_aq#11,53 ,100 ,147 
aotizhongx_aq#12,56 ,101 ,137 
aotizhongx_aq#13,59 ,96 ,121 
aotizhongx_aq#14,57 ,87 ,104 
aotizhongx_aq#15,56 ,88 ,89 
aotizhongx_aq#16,59 ,111 ,77 
aotizhongx_aq#17,63 ,110 ,65 
aotizhongx_aq#18,56 ,101 ,59 
aotizhongx_aq#19,48 ,91 ,58 
aotizhongx_aq#20,41 ,84 ,46 
aotizhongx_aq#21,42 ,86 ,32 
