test_id,PM2.5,PM10,O3
dongsi_aq#0,37.43587494,73.92158508,35.53011131
dongsi_aq#1,40.96640491,66.97342682,58.05373383
dongsi_aq#2,42.53697205,56.1747303,75.52476501
dongsi_aq#3,43.72883987,59.50958633,93.02435684
dongsi_aq#4,51.30849266,56.42734337,111.4572334
dongsi_aq#5,50.4291687,60.3044014,107.6128006
dongsi_aq#6,50.9529686,54.35503769,126.7107658
dongsi_aq#7,50.02021217,57.99558067,132.2759857
dongsi_aq#8,49.82004166,50.59228325,139.8216667
dongsi_aq#9,49.23300362,55.37421799,138.0798225
dongsi_aq#10,46.94982052,63.63961983,135.422905
dongsi_aq#11,46.70565414,69.8449173,148.5898094
dongsi_aq#12,47.75951958,74.85517502,116.8152542
dongsi_aq#13,49.48541451,79.5403595,107.3458595
dongsi_aq#14,53.96310997,87.67605591,120.5731049
dongsi_aq#15,58.034832,95.87641144,110.0394745
dongsi_aq#16,60.54850388,100.5567551,75.12943268
dongsi_aq#17,58.69088173,92.50815582,73.77721214
dongsi_aq#18,56.86540222,93.53167343,52.49141693
dongsi_aq#19,64.61942291,97.1374855,32.83899879
dongsi_aq#20,65.33206558,92.63742828,29.39638805
dongsi_aq#21,63.47591782,85.56084442,20.42092633
dongsi_aq#22,61.4645977,83.63236618,22.39533508
dongsi_aq#23,58.17975998,79.94685364,27.05893803
dongsi_aq#24,53.62031937,77.24786377,18.97198057
dongsi_aq#25,51.14902306,71.0602417,58.05373383
dongsi_aq#26,56.62930584,76.9751606,81.40881729
dongsi_aq#27,55.08962345,82.82798386,96.56114197
dongsi_aq#28,49.13614368,82.42148399,110.3046417
dongsi_aq#29,47.80828571,76.83129692,133.6025543
dongsi_aq#30,52.40104675,70.85372543,150.011467
dongsi_aq#31,54.47083473,70.94605064,150.4141541
dongsi_aq#32,52.222929,74.14711761,162.7885513
dongsi_aq#33,49.97489071,68.45308113,167.4035645
dongsi_aq#34,43.41500759,70.14073753,170.1530151
dongsi_aq#35,42.4475441,69.51651192,151.5894775
dongsi_aq#36,43.94267273,68.99196625,133.0346603
dongsi_aq#37,45.99053001,74.42016029,123.3484077
dongsi_aq#38,45.23652649,71.39669609,128.8921204
dongsi_aq#39,47.25996113,76.54948425,103.0202484
dongsi_aq#40,50.05558014,79.77778053,82.62940216
dongsi_aq#41,56.69106293,83.04016495,58.32140255
dongsi_aq#42,52.66862488,79.03607559,51.91973877
dongsi_aq#43,48.68766594,71.76163864,43.24246216
dongsi_aq#44,43.47698975,67.0200634,24.98584032
dongsi_aq#45,43.61129761,62.060606,12.90670824
dongsi_aq#46,42.42847633,60.25720978,19.39174747
dongsi_aq#47,42.12415123,60.32116318,22.32753086
tiantan_aq#0,43.97964478,77.86919403,27.13171673
tiantan_aq#1,39.46247864,77.73952103,39.22454357
tiantan_aq#2,38.29229164,74.691782,58.77679253
tiantan_aq#3,40.6366291,80.99537277,73.35187149
tiantan_aq#4,45.46214676,82.34910774,95.9550209
tiantan_aq#5,43.08537102,81.31073761,95.21585464
tiantan_aq#6,39.18767548,78.81173325,108.7525024
tiantan_aq#7,39.26311874,79.17316818,106.6077347
tiantan_aq#8,42.14969826,78.9196949,118.6323738
tiantan_aq#9,45.6413002,75.81358147,114.6811829
tiantan_aq#10,41.22490788,78.70225143,110.9137459
tiantan_aq#11,42.77390957,83.69792557,116.971962
tiantan_aq#12,42.79185295,77.50142097,101.1115761
tiantan_aq#13,42.79861832,77.22149658,80.87088394
tiantan_aq#14,51.47253227,83.47848892,77.55437851
tiantan_aq#15,48.42802334,84.6966629,55.7609005
tiantan_aq#16,50.53522491,92.36721039,45.50354767
tiantan_aq#17,51.65000153,91.38835907,44.16736984
tiantan_aq#18,50.61649895,91.20129776,37.33205032
tiantan_aq#19,53.62753963,89.95948601,23.75186253
tiantan_aq#20,51.79062748,88.35124016,17.78363454
tiantan_aq#21,52.21224785,84.39811897,11.63508105
tiantan_aq#22,48.46894073,85.97236061,9.504193187
tiantan_aq#23,41.52630138,82.35309601,17.36569786
tiantan_aq#24,42.0495615,77.79395866,15.82239366
tiantan_aq#25,39.32460976,81.89790344,45.18172646
tiantan_aq#26,42.2519865,77.31877518,68.11131096
tiantan_aq#27,43.17401314,74.102314,69.90126801
tiantan_aq#28,43.61060905,71.80901718,94.0511055
tiantan_aq#29,44.64178562,71.33686447,108.6795044
tiantan_aq#30,43.75182724,68.16566086,123.7754974
tiantan_aq#31,42.7821846,67.89058495,142.3662567
tiantan_aq#32,39.48003054,69.07684708,140.5400467
tiantan_aq#33,38.2888217,71.52677917,147.8625107
tiantan_aq#34,46.02872562,73.2283783,136.2956161
tiantan_aq#35,44.79532337,76.84568405,120.537468
tiantan_aq#36,47.55633354,76.93279648,100.2706757
tiantan_aq#37,46.95764446,77.56120682,106.7815514
tiantan_aq#38,48.27149868,81.54507065,100.7209473
tiantan_aq#39,44.76814842,88.29388237,76.24634552
tiantan_aq#40,50.47454071,88.71743393,63.87146568
tiantan_aq#41,55.44664001,88.51214981,54.41872787
tiantan_aq#42,51.62318993,85.06105423,36.10027885
tiantan_aq#43,43.19923782,84.04355621,33.05456161
tiantan_aq#44,39.54785728,75.45418739,11.82943511
tiantan_aq#45,36.13549995,72.70976257,8.407947063
tiantan_aq#46,40.13194847,71.3275547,12.68044257
tiantan_aq#47,40.7420063,73.21400452,12.18960285
guanyuan_aq#0,50.84032631,71.77290916,33.41114807
