test_id,PM2.5,PM10,O3
dongsi_aq#0,65 ,86 ,39 
dongsi_aq#1,62 ,80 ,58 
dongsi_aq#2,64 ,72 ,72 
dongsi_aq#3,64 ,76 ,106 
dongsi_aq#4,73 ,81 ,128 
dongsi_aq#5,71 ,80 ,146 
dongsi_aq#6,68 ,72 ,160 
dongsi_aq#7,70 ,75 ,167 
dongsi_aq#8,68 ,68 ,168 
dongsi_aq#9,68 ,74 ,165 
dongsi_aq#10,64 ,77 ,158 
dongsi_aq#11,63 ,75 ,151 
dongsi_aq#12,65 ,82 ,135 
dongsi_aq#13,67 ,83 ,110 
dongsi_aq#14,69 ,88 ,112 
dongsi_aq#15,69 ,94 ,96 
dongsi_aq#16,77 ,101 ,72 
dongsi_aq#17,75 ,95 ,68 
dongsi_aq#18,74 ,97 ,58 
dongsi_aq#19,79 ,101 ,42 
dongsi_aq#20,79 ,101 ,39 
dongsi_aq#21,78 ,102 ,34 
dongsi_aq#22,75 ,101 ,31 
dongsi_aq#23,72 ,98 ,39 
dongsi_aq#24,70 ,90 ,36 
dongsi_aq#25,68 ,80 ,61 
dongsi_aq#26,83 ,89 ,80 
dongsi_aq#27,82 ,95 ,100 
dongsi_aq#28,73 ,95 ,111 
dongsi_aq#29,70 ,93 ,120 
dongsi_aq#30,74 ,87 ,135 
dongsi_aq#31,74 ,88 ,143 
dongsi_aq#32,72 ,94 ,143 
dongsi_aq#33,69 ,87 ,141 
dongsi_aq#34,66 ,92 ,142 
dongsi_aq#35,66 ,91 ,126 
dongsi_aq#36,67 ,89 ,118 
dongsi_aq#37,68 ,95 ,103 
dongsi_aq#38,70 ,94 ,102 
dongsi_aq#39,69 ,95 ,79 
dongsi_aq#40,74 ,97 ,61 
dongsi_aq#41,75 ,94 ,40 
dongsi_aq#42,72 ,90 ,43 
dongsi_aq#43,65 ,85 ,43 
dongsi_aq#44,59 ,80 ,20 
dongsi_aq#45,58 ,76 ,23 
dongsi_aq#46,55 ,75 ,23 
dongsi_aq#47,54 ,70 ,22 
tiantan_aq#0,60 ,84 ,27 
tiantan_aq#1,61 ,86 ,43 
tiantan_aq#2,61 ,85 ,59 
tiantan_aq#3,63 ,86 ,80 
tiantan_aq#4,69 ,91 ,101 
tiantan_aq#5,69 ,88 ,123 
tiantan_aq#6,64 ,86 ,139 
tiantan_aq#7,62 ,84 ,143 
tiantan_aq#8,64 ,87 ,147 
tiantan_aq#9,65 ,84 ,141 
tiantan_aq#10,60 ,84 ,140 
tiantan_aq#11,59 ,87 ,134 
tiantan_aq#12,60 ,82 ,111 
