test_id,PM2.5,PM10,O3
dongsi_aq#0,44 ,72 ,48 
dongsi_aq#1,42 ,70 ,62 
dongsi_aq#2,43 ,72 ,77 
dongsi_aq#3,42 ,74 ,77 
dongsi_aq#4,43 ,71 ,108 
dongsi_aq#5,47 ,74 ,123 
dongsi_aq#6,49 ,72 ,138 
dongsi_aq#7,55 ,66 ,148 
dongsi_aq#8,54 ,64 ,152 
dongsi_aq#9,49 ,61 ,143 
dongsi_aq#10,51 ,77 ,149 
dongsi_aq#11,51 ,74 ,136 
dongsi_aq#12,45 ,76 ,120 
dongsi_aq#13,47 ,81 ,100 
dongsi_aq#14,44 ,75 ,100 
dongsi_aq#15,42 ,71 ,84 
dongsi_aq#16,42 ,70 ,63 
dongsi_aq#17,41 ,72 ,59 
dongsi_aq#18,44 ,72 ,47 
dongsi_aq#19,45 ,77 ,45 
dongsi_aq#20,45 ,78 ,35 
dongsi_aq#21,47 ,81 ,36 
dongsi_aq#22,50 ,82 ,36 
dongsi_aq#23,51 ,80 ,27 
dongsi_aq#24,48 ,79 ,38 
dongsi_aq#25,50 ,83 ,64 
dongsi_aq#26,51 ,85 ,83 
dongsi_aq#27,45 ,83 ,87 
dongsi_aq#28,50 ,75 ,94 
dongsi_aq#29,53 ,78 ,100 
dongsi_aq#30,56 ,73 ,135 
dongsi_aq#31,64 ,74 ,131 
dongsi_aq#32,66 ,78 ,145 
dongsi_aq#33,66 ,77 ,152 
dongsi_aq#34,63 ,78 ,147 
dongsi_aq#35,64 ,82 ,136 
dongsi_aq#36,55 ,81 ,124 
dongsi_aq#37,53 ,84 ,110 
dongsi_aq#38,54 ,89 ,86 
dongsi_aq#39,56 ,96 ,75 
dongsi_aq#40,58 ,98 ,76 
dongsi_aq#41,63 ,100 ,69 
dongsi_aq#42,58 ,97 ,62 
dongsi_aq#43,53 ,98 ,61 
dongsi_aq#44,52 ,98 ,61 
dongsi_aq#45,54 ,98 ,53 
dongsi_aq#46,50 ,98 ,57 
dongsi_aq#47,52 ,97 ,58 
tiantan_aq#0,32 ,67 ,47 
tiantan_aq#1,32 ,69 ,62 
tiantan_aq#2,35 ,69 ,70 
tiantan_aq#3,35 ,69 ,67 
tiantan_aq#4,35 ,63 ,84 
tiantan_aq#5,36 ,63 ,101 
tiantan_aq#6,38 ,69 ,122 
tiantan_aq#7,38 ,74 ,125 
tiantan_aq#8,38 ,74 ,118 
tiantan_aq#9,42 ,81 ,116 
tiantan_aq#10,46 ,96 ,121 
tiantan_aq#11,49 ,93 ,118 
tiantan_aq#12,46 ,88 ,99 
tiantan_aq#13,49 ,91 ,85 
tiantan_aq#14,49 ,89 ,75 
tiantan_aq#15,44 ,92 ,57 
tiantan_aq#16,39 ,91 ,43 
tiantan_aq#17,42 ,93 ,32 
tiantan_aq#18,43 ,94 ,28 
tiantan_aq#19,45 ,96 ,22 
tiantan_aq#20,47 ,95 ,20 
tiantan_aq#21,45 ,97 ,19 
tiantan_aq#22,48 ,90 ,20 
tiantan_aq#23,49 ,92 ,17 
tiantan_aq#24,46 ,89 ,18 
tiantan_aq#25,51 ,88 ,43 
tiantan_aq#26,46 ,91 ,68 
tiantan_aq#27,44 ,89 ,74 
tiantan_aq#28,52 ,89 ,78 
tiantan_aq#29,57 ,90 ,89 
tiantan_aq#30,52 ,92 ,125 
tiantan_aq#31,56 ,93 ,122 
tiantan_aq#32,57 ,99 ,129 
tiantan_aq#33,58 ,98 ,128 
tiantan_aq#34,53 ,94 ,128 
tiantan_aq#35,49 ,92 ,123 
tiantan_aq#36,51 ,94 ,105 
tiantan_aq#37,52 ,97 ,88 
tiantan_aq#38,52 ,99 ,66 
tiantan_aq#39,57 ,103 ,56 
tiantan_aq#40,58 ,109 ,46 
tiantan_aq#41,61 ,106 ,48 
tiantan_aq#42,58 ,108 ,44 
tiantan_aq#43,57 ,106 ,43 
tiantan_aq#44,56 ,103 ,38 
tiantan_aq#45,57 ,108 ,35 
tiantan_aq#46,57 ,108 ,37 
tiantan_aq#47,57 ,108 ,40 
guanyuan_aq#0,37 ,69 ,60 
guanyuan_aq#1,38 ,70 ,72 
guanyuan_aq#2,42 ,72 ,77 
guanyuan_aq#3,41 ,73 ,75 
guanyuan_aq#4,39 ,72 ,104 
guanyuan_aq#5,39 ,69 ,120 
guanyuan_aq#6,40 ,66 ,138 
guanyuan_aq#7,39 ,67 ,138 
guanyuan_aq#8,38 ,68 ,145 
guanyuan_aq#9,35 ,67 ,139 
guanyuan_aq#10,44 ,77 ,134 
guanyuan_aq#11,48 ,76 ,135 
guanyuan_aq#12,44 ,83 ,109 
guanyuan_aq#13,51 ,89 ,102 
guanyuan_aq#14,42 ,90 ,101 
guanyuan_aq#15,39 ,91 ,96 
guanyuan_aq#16,38 ,87 ,61 
guanyuan_aq#17,38 ,88 ,51 
guanyuan_aq#18,39 ,90 ,43 
guanyuan_aq#19,43 ,94 ,40 
guanyuan_aq#20,48 ,106 ,28 
guanyuan_aq#21,41 ,109 ,36 
guanyuan_aq#22,40 ,109 ,33 
guanyuan_aq#23,46 ,111 ,22 
guanyuan_aq#24,47 ,104 ,46 
guanyuan_aq#25,52 ,104 ,58 
guanyuan_aq#26,53 ,104 ,70 
guanyuan_aq#27,45 ,99 ,78 
guanyuan_aq#28,45 ,103 ,88 
guanyuan_aq#29,54 ,106 ,106 
guanyuan_aq#30,55 ,103 ,128 
guanyuan_aq#31,54 ,104 ,134 
guanyuan_aq#32,53 ,96 ,143 
guanyuan_aq#33,58 ,91 ,153 
guanyuan_aq#34,55 ,97 ,149 
guanyuan_aq#35,55 ,97 ,137 
guanyuan_aq#36,48 ,100 ,118 
guanyuan_aq#37,43 ,99 ,109 
guanyuan_aq#38,43 ,100 ,76 
guanyuan_aq#39,54 ,103 ,88 
guanyuan_aq#40,52 ,95 ,93 
guanyuan_aq#41,56 ,94 ,80 
guanyuan_aq#42,55 ,99 ,63 
guanyuan_aq#43,55 ,99 ,75 
guanyuan_aq#44,52 ,95 ,49 
guanyuan_aq#45,52 ,100 ,55 
guanyuan_aq#46,48 ,109 ,54 
guanyuan_aq#47,51 ,107 ,59 
wanshouxig_aq#0,32 ,74 ,49 
wanshouxig_aq#1,32 ,72 ,74 
wanshouxig_aq#2,36 ,73 ,73 
wanshouxig_aq#3,32 ,79 ,75 
wanshouxig_aq#4,36 ,75 ,94 
wanshouxig_aq#5,36 ,74 ,111 
wanshouxig_aq#6,37 ,81 ,130 
wanshouxig_aq#7,33 ,87 ,128 
wanshouxig_aq#8,36 ,84 ,127 
wanshouxig_aq#9,37 ,84 ,137 
wanshouxig_aq#10,40 ,89 ,134 
wanshouxig_aq#11,42 ,97 ,121 
wanshouxig_aq#12,42 ,102 ,103 
wanshouxig_aq#13,42 ,96 ,84 
wanshouxig_aq#14,38 ,100 ,83 
wanshouxig_aq#15,40 ,94 ,65 
wanshouxig_aq#16,40 ,102 ,51 
wanshouxig_aq#17,42 ,104 ,39 
wanshouxig_aq#18,43 ,106 ,37 
wanshouxig_aq#19,46 ,109 ,33 
wanshouxig_aq#20,52 ,119 ,26 
wanshouxig_aq#21,52 ,113 ,28 
wanshouxig_aq#22,55 ,110 ,27 
wanshouxig_aq#23,57 ,118 ,16 
wanshouxig_aq#24,58 ,123 ,36 
wanshouxig_aq#25,56 ,125 ,50 
wanshouxig_aq#26,54 ,124 ,70 
wanshouxig_aq#27,48 ,125 ,70 
wanshouxig_aq#28,57 ,119 ,81 
wanshouxig_aq#29,57 ,109 ,84 
wanshouxig_aq#30,63 ,117 ,126 
wanshouxig_aq#31,69 ,109 ,119 
wanshouxig_aq#32,66 ,100 ,134 
wanshouxig_aq#33,67 ,103 ,140 
wanshouxig_aq#34,65 ,111 ,137 
wanshouxig_aq#35,64 ,108 ,122 
wanshouxig_aq#36,54 ,106 ,106 
wanshouxig_aq#37,55 ,105 ,93 
wanshouxig_aq#38,56 ,107 ,71 
wanshouxig_aq#39,58 ,111 ,64 
wanshouxig_aq#40,57 ,117 ,60 
wanshouxig_aq#41,63 ,120 ,56 
wanshouxig_aq#42,59 ,123 ,53 
wanshouxig_aq#43,57 ,120 ,62 
wanshouxig_aq#44,56 ,115 ,49 
wanshouxig_aq#45,54 ,118 ,45 
wanshouxig_aq#46,56 ,108 ,46 
wanshouxig_aq#47,55 ,105 ,44 
aotizhongx_aq#0,34 ,49 ,47 
aotizhongx_aq#1,33 ,51 ,54 
aotizhongx_aq#2,38 ,53 ,74 
aotizhongx_aq#3,45 ,54 ,67 
aotizhongx_aq#4,42 ,51 ,89 
aotizhongx_aq#5,42 ,57 ,107 
aotizhongx_aq#6,43 ,55 ,132 
aotizhongx_aq#7,45 ,59 ,134 
aotizhongx_aq#8,46 ,54 ,147 
aotizhongx_aq#9,48 ,53 ,153 
aotizhongx_aq#10,51 ,55 ,136 
aotizhongx_aq#11,53 ,58 ,117 
aotizhongx_aq#12,45 ,65 ,107 
aotizhongx_aq#13,42 ,76 ,91 
aotizhongx_aq#14,41 ,79 ,93 
aotizhongx_aq#15,44 ,81 ,78 
aotizhongx_aq#16,39 ,78 ,47 
aotizhongx_aq#17,38 ,77 ,42 
aotizhongx_aq#18,40 ,83 ,36 
aotizhongx_aq#19,44 ,87 ,28 
aotizhongx_aq#20,49 ,88 ,31 
aotizhongx_aq#21,50 ,87 ,21 
aotizhongx_aq#22,52 ,92 ,29 
aotizhongx_aq#23,53 ,95 ,24 
aotizhongx_aq#24,55 ,93 ,36 
aotizhongx_aq#25,58 ,95 ,57 
aotizhongx_aq#26,60 ,94 ,74 
aotizhongx_aq#27,55 ,96 ,81 
aotizhongx_aq#28,52 ,94 ,86 
aotizhongx_aq#29,58 ,85 ,94 
aotizhongx_aq#30,63 ,87 ,126 
aotizhongx_aq#31,67 ,89 ,127 
aotizhongx_aq#32,72 ,89 ,140 
aotizhongx_aq#33,69 ,89 ,150 
aotizhongx_aq#34,67 ,91 ,146 
aotizhongx_aq#35,60 ,93 ,127 
aotizhongx_aq#36,58 ,93 ,113 
aotizhongx_aq#37,59 ,92 ,104 
aotizhongx_aq#38,57 ,90 ,104 
aotizhongx_aq#39,62 ,96 ,88 
aotizhongx_aq#40,65 ,96 ,71 
aotizhongx_aq#41,68 ,95 ,64 
aotizhongx_aq#42,64 ,100 ,56 
aotizhongx_aq#43,63 ,100 ,67 
aotizhongx_aq#44,56 ,103 ,58 
aotizhongx_aq#45,60 ,99 ,48 
aotizhongx_aq#46,57 ,98 ,59 
aotizhongx_aq#47,55 ,100 ,60 
nongzhangu_aq#0,37 ,73 ,42 
nongzhangu_aq#1,32 ,74 ,55 
nongzhangu_aq#2,34 ,72 ,64 
nongzhangu_aq#3,34 ,71 ,63 
nongzhangu_aq#4,38 ,76 ,88 
nongzhangu_aq#5,39 ,76 ,109 
nongzhangu_aq#6,38 ,78 ,128 
nongzhangu_aq#7,39 ,79 ,123 
nongzhangu_aq#8,38 ,78 ,139 
nongzhangu_aq#9,35 ,75 ,132 
nongzhangu_aq#10,37 ,82 ,121 
nongzhangu_aq#11,43 ,80 ,118 
nongzhangu_aq#12,40 ,86 ,100 
nongzhangu_aq#13,45 ,92 ,82 
nongzhangu_aq#14,43 ,90 ,81 
nongzhangu_aq#15,42 ,94 ,68 
nongzhangu_aq#16,39 ,94 ,41 
nongzhangu_aq#17,41 ,93 ,31 
nongzhangu_aq#18,43 ,93 ,27 
nongzhangu_aq#19,47 ,99 ,24 
nongzhangu_aq#20,49 ,100 ,24 
nongzhangu_aq#21,49 ,101 ,18 
nongzhangu_aq#22,51 ,101 ,21 
nongzhangu_aq#23,53 ,101 ,12 
nongzhangu_aq#24,54 ,100 ,25 
nongzhangu_aq#25,56 ,104 ,48 
nongzhangu_aq#26,54 ,99 ,74 
nongzhangu_aq#27,49 ,93 ,76 
nongzhangu_aq#28,52 ,93 ,83 
nongzhangu_aq#29,54 ,92 ,87 
nongzhangu_aq#30,55 ,98 ,114 
nongzhangu_aq#31,63 ,101 ,108 
nongzhangu_aq#32,67 ,105 ,123 
nongzhangu_aq#33,64 ,100 ,128 
nongzhangu_aq#34,56 ,98 ,130 
nongzhangu_aq#35,58 ,98 ,117 
nongzhangu_aq#36,53 ,101 ,99 
nongzhangu_aq#37,52 ,105 ,83 
nongzhangu_aq#38,53 ,106 ,63 
nongzhangu_aq#39,54 ,105 ,55 
nongzhangu_aq#40,56 ,103 ,49 
nongzhangu_aq#41,55 ,106 ,55 
nongzhangu_aq#42,52 ,111 ,53 
nongzhangu_aq#43,51 ,115 ,55 
nongzhangu_aq#44,51 ,114 ,52 
nongzhangu_aq#45,52 ,116 ,49 
nongzhangu_aq#46,52 ,115 ,52 
nongzhangu_aq#47,51 ,114 ,55 
wanliu_aq#0,38 ,68 ,60 
wanliu_aq#1,39 ,71 ,69 
wanliu_aq#2,40 ,70 ,72 
wanliu_aq#3,45 ,71 ,85 
wanliu_aq#4,47 ,68 ,95 
wanliu_aq#5,47 ,68 ,108 
wanliu_aq#6,50 ,68 ,132 
wanliu_aq#7,47 ,76 ,143 
wanliu_aq#8,49 ,75 ,151 
wanliu_aq#9,51 ,81 ,137 
wanliu_aq#10,50 ,78 ,141 
wanliu_aq#11,47 ,78 ,124 
wanliu_aq#12,43 ,77 ,127 
wanliu_aq#13,51 ,81 ,81 
wanliu_aq#14,37 ,81 ,83 
wanliu_aq#15,39 ,85 ,67 
wanliu_aq#16,35 ,87 ,52 
wanliu_aq#17,34 ,87 ,37 
wanliu_aq#18,34 ,90 ,36 
wanliu_aq#19,39 ,89 ,37 
wanliu_aq#20,45 ,92 ,21 
wanliu_aq#21,50 ,88 ,28 
wanliu_aq#22,52 ,89 ,35 
wanliu_aq#23,52 ,92 ,19 
wanliu_aq#24,50 ,92 ,38 
wanliu_aq#25,50 ,94 ,58 
wanliu_aq#26,50 ,93 ,72 
wanliu_aq#27,38 ,94 ,78 
wanliu_aq#28,43 ,92 ,74 
wanliu_aq#29,59 ,90 ,98 
wanliu_aq#30,62 ,98 ,134 
wanliu_aq#31,63 ,104 ,150 
wanliu_aq#32,58 ,106 ,138 
wanliu_aq#33,63 ,87 ,159 
wanliu_aq#34,61 ,87 ,143 
wanliu_aq#35,57 ,82 ,124 
wanliu_aq#36,49 ,90 ,106 
wanliu_aq#37,50 ,93 ,102 
wanliu_aq#38,48 ,94 ,92 
wanliu_aq#39,49 ,108 ,85 
wanliu_aq#40,54 ,114 ,83 
wanliu_aq#41,57 ,113 ,76 
wanliu_aq#42,57 ,114 ,65 
wanliu_aq#43,55 ,107 ,72 
wanliu_aq#44,53 ,108 ,54 
wanliu_aq#45,56 ,110 ,46 
wanliu_aq#46,55 ,112 ,57 
wanliu_aq#47,55 ,114 ,60 
beibuxinqu_aq#0,42 ,195 ,59 
beibuxinqu_aq#1,42 ,193 ,69 
beibuxinqu_aq#2,41 ,194 ,110 
beibuxinqu_aq#3,42 ,189 ,106 
beibuxinqu_aq#4,41 ,193 ,124 
beibuxinqu_aq#5,42 ,201 ,143 
beibuxinqu_aq#6,43 ,201 ,147 
beibuxinqu_aq#7,43 ,212 ,161 
beibuxinqu_aq#8,42 ,214 ,156 
beibuxinqu_aq#9,40 ,218 ,154 
beibuxinqu_aq#10,37 ,213 ,145 
beibuxinqu_aq#11,45 ,221 ,117 
beibuxinqu_aq#12,47 ,210 ,113 
beibuxinqu_aq#13,50 ,163 ,72 
beibuxinqu_aq#14,49 ,159 ,68 
beibuxinqu_aq#15,50 ,130 ,45 
beibuxinqu_aq#16,52 ,116 ,46 
beibuxinqu_aq#17,52 ,112 ,28 
beibuxinqu_aq#18,51 ,116 ,31 
beibuxinqu_aq#19,52 ,109 ,22 
beibuxinqu_aq#20,53 ,103 ,22 
beibuxinqu_aq#21,51 ,106 ,22 
beibuxinqu_aq#22,53 ,104 ,28 
beibuxinqu_aq#23,50 ,108 ,30 
beibuxinqu_aq#24,52 ,118 ,51 
beibuxinqu_aq#25,54 ,122 ,76 
beibuxinqu_aq#26,56 ,124 ,88 
beibuxinqu_aq#27,59 ,113 ,94 
beibuxinqu_aq#28,61 ,102 ,90 
beibuxinqu_aq#29,64 ,102 ,102 
beibuxinqu_aq#30,62 ,102 ,108 
beibuxinqu_aq#31,57 ,105 ,113 
beibuxinqu_aq#32,56 ,109 ,115 
beibuxinqu_aq#33,54 ,104 ,132 
beibuxinqu_aq#34,56 ,107 ,116 
beibuxinqu_aq#35,59 ,110 ,101 
beibuxinqu_aq#36,56 ,113 ,91 
beibuxinqu_aq#37,52 ,117 ,74 
beibuxinqu_aq#38,54 ,120 ,61 
beibuxinqu_aq#39,56 ,126 ,50 
beibuxinqu_aq#40,54 ,123 ,36 
beibuxinqu_aq#41,64 ,124 ,30 
beibuxinqu_aq#42,65 ,118 ,30 
beibuxinqu_aq#43,64 ,116 ,35 
beibuxinqu_aq#44,65 ,109 ,31 
beibuxinqu_aq#45,65 ,113 ,29 
beibuxinqu_aq#46,62 ,116 ,35 
beibuxinqu_aq#47,63 ,114 ,39 
zhiwuyuan_aq#0,21 ,41 ,43 
zhiwuyuan_aq#1,23 ,44 ,59 
zhiwuyuan_aq#2,21 ,44 ,61 
zhiwuyuan_aq#3,20 ,42 ,61 
zhiwuyuan_aq#4,21 ,42 ,63 
zhiwuyuan_aq#5,21 ,43 ,69 
zhiwuyuan_aq#6,23 ,45 ,80 
zhiwuyuan_aq#7,23 ,48 ,84 
zhiwuyuan_aq#8,23 ,48 ,86 
zhiwuyuan_aq#9,28 ,53 ,83 
zhiwuyuan_aq#10,37 ,62 ,81 
zhiwuyuan_aq#11,37 ,62 ,73 
zhiwuyuan_aq#12,42 ,61 ,63 
zhiwuyuan_aq#13,42 ,69 ,60 
zhiwuyuan_aq#14,40 ,69 ,51 
zhiwuyuan_aq#15,40 ,69 ,36 
zhiwuyuan_aq#16,40 ,64 ,30 
zhiwuyuan_aq#17,39 ,60 ,19 
zhiwuyuan_aq#18,39 ,65 ,16 
zhiwuyuan_aq#19,38 ,66 ,16 
zhiwuyuan_aq#20,39 ,67 ,15 
zhiwuyuan_aq#21,38 ,67 ,21 
zhiwuyuan_aq#22,40 ,65 ,22 
zhiwuyuan_aq#23,38 ,67 ,16 
zhiwuyuan_aq#24,35 ,68 ,32 
zhiwuyuan_aq#25,37 ,69 ,43 
zhiwuyuan_aq#26,39 ,64 ,50 
zhiwuyuan_aq#27,41 ,66 ,53 
zhiwuyuan_aq#28,42 ,65 ,58 
zhiwuyuan_aq#29,42 ,64 ,60 
zhiwuyuan_aq#30,41 ,60 ,82 
zhiwuyuan_aq#31,43 ,60 ,72 
zhiwuyuan_aq#32,44 ,57 ,80 
zhiwuyuan_aq#33,44 ,61 ,85 
zhiwuyuan_aq#34,43 ,59 ,84 
zhiwuyuan_aq#35,42 ,60 ,79 
zhiwuyuan_aq#36,43 ,66 ,76 
zhiwuyuan_aq#37,40 ,64 ,73 
zhiwuyuan_aq#38,40 ,65 ,63 
zhiwuyuan_aq#39,45 ,66 ,48 
zhiwuyuan_aq#40,48 ,70 ,37 
zhiwuyuan_aq#41,54 ,70 ,32 
zhiwuyuan_aq#42,54 ,70 ,31 
zhiwuyuan_aq#43,54 ,71 ,38 
zhiwuyuan_aq#44,55 ,70 ,38 
zhiwuyuan_aq#45,51 ,68 ,36 
zhiwuyuan_aq#46,52 ,70 ,32 
zhiwuyuan_aq#47,50 ,69 ,42 
fengtaihua_aq#0,40 ,63 ,61 
fengtaihua_aq#1,43 ,62 ,74 
fengtaihua_aq#2,44 ,64 ,94 
fengtaihua_aq#3,44 ,62 ,95 
fengtaihua_aq#4,45 ,68 ,106 
fengtaihua_aq#5,47 ,67 ,119 
fengtaihua_aq#6,42 ,68 ,137 
fengtaihua_aq#7,41 ,61 ,141 
fengtaihua_aq#8,46 ,63 ,157 
fengtaihua_aq#9,48 ,60 ,138 
fengtaihua_aq#10,54 ,64 ,146 
fengtaihua_aq#11,59 ,76 ,133 
fengtaihua_aq#12,57 ,74 ,107 
fengtaihua_aq#13,60 ,81 ,91 
fengtaihua_aq#14,59 ,82 ,80 
fengtaihua_aq#15,56 ,84 ,64 
fengtaihua_aq#16,62 ,86 ,54 
fengtaihua_aq#17,61 ,85 ,40 
fengtaihua_aq#18,54 ,73 ,32 
fengtaihua_aq#19,56 ,71 ,30 
fengtaihua_aq#20,66 ,75 ,25 
fengtaihua_aq#21,67 ,78 ,31 
fengtaihua_aq#22,66 ,82 ,32 
fengtaihua_aq#23,64 ,85 ,20 
fengtaihua_aq#24,59 ,73 ,42 
fengtaihua_aq#25,58 ,72 ,63 
fengtaihua_aq#26,65 ,77 ,81 
fengtaihua_aq#27,58 ,83 ,91 
fengtaihua_aq#28,62 ,82 ,96 
fengtaihua_aq#29,68 ,84 ,112 
fengtaihua_aq#30,73 ,81 ,138 
fengtaihua_aq#31,78 ,79 ,134 
fengtaihua_aq#32,78 ,89 ,145 
fengtaihua_aq#33,83 ,91 ,158 
fengtaihua_aq#34,81 ,87 ,156 
fengtaihua_aq#35,83 ,94 ,127 
fengtaihua_aq#36,74 ,96 ,120 
fengtaihua_aq#37,70 ,96 ,108 
fengtaihua_aq#38,70 ,99 ,82 
fengtaihua_aq#39,75 ,104 ,81 
fengtaihua_aq#40,76 ,109 ,66 
fengtaihua_aq#41,82 ,103 ,59 
