test_id,PM2.5,PM10,O3
dongsi_aq#0,52.91 ,92.49 ,53.73 
dongsi_aq#1,58.06 ,109.24 ,53.82 
dongsi_aq#2,63.61 ,104.59 ,66.47 
dongsi_aq#3,59.48 ,107.40 ,90.64 
dongsi_aq#4,54.71 ,99.48 ,111.36 
dongsi_aq#5,53.72 ,90.95 ,119.73 
dongsi_aq#6,58.29 ,101.02 ,130.58 
dongsi_aq#7,54.36 ,100.02 ,88.22 
dongsi_aq#8,64.49 ,97.94 ,117.46 
dongsi_aq#9,64.83 ,84.40 ,85.84 
dongsi_aq#10,71.42 ,117.62 ,118.20 
dongsi_aq#11,68.76 ,115.17 ,114.85 
dongsi_aq#12,76.34 ,123.96 ,95.50 
dongsi_aq#13,74.88 ,122.44 ,107.84 
dongsi_aq#14,67.39 ,123.39 ,108.72 
dongsi_aq#15,57.55 ,138.08 ,99.35 
dongsi_aq#16,55.01 ,128.62 ,93.93 
dongsi_aq#17,54.01 ,125.05 ,81.47 
dongsi_aq#18,51.81 ,122.80 ,48.73 
dongsi_aq#19,51.44 ,124.18 ,43.40 
dongsi_aq#20,49.62 ,115.79 ,44.72 
dongsi_aq#21,49.63 ,106.64 ,39.16 
dongsi_aq#22,50.48 ,109.82 ,9.42 
dongsi_aq#23,52.43 ,111.25 ,10.68 
dongsi_aq#24,49.26 ,117.88 ,38.31 
dongsi_aq#25,44.66 ,118.97 ,54.92 
dongsi_aq#26,47.01 ,125.79 ,62.35 
dongsi_aq#27,42.01 ,125.38 ,90.41 
dongsi_aq#28,47.20 ,121.35 ,111.36 
dongsi_aq#29,45.36 ,124.71 ,124.58 
dongsi_aq#30,44.55 ,113.76 ,129.99 
dongsi_aq#31,45.35 ,116.19 ,153.37 
dongsi_aq#32,49.10 ,102.59 ,160.50 
dongsi_aq#33,46.51 ,96.27 ,162.48 
dongsi_aq#34,47.23 ,98.56 ,160.57 
dongsi_aq#35,48.89 ,110.32 ,162.22 
dongsi_aq#36,55.03 ,118.43 ,145.69 
dongsi_aq#37,56.36 ,116.53 ,89.13 
dongsi_aq#38,60.38 ,121.02 ,120.88 
dongsi_aq#39,56.25 ,103.44 ,97.89 
dongsi_aq#40,47.95 ,120.83 ,81.12 
dongsi_aq#41,42.32 ,113.58 ,78.30 
dongsi_aq#42,38.07 ,120.36 ,66.43 
dongsi_aq#43,37.01 ,119.07 ,40.21 
dongsi_aq#44,34.14 ,112.94 ,32.81 
dongsi_aq#45,36.03 ,117.19 ,34.05 
