test_id,PM2.5,PM10,O3
dongsi_aq#0,58 ,85 ,72 
dongsi_aq#1,55 ,91 ,66 
dongsi_aq#2,61 ,99 ,89 
dongsi_aq#3,59 ,100 ,109 
dongsi_aq#4,57 ,109 ,124 
dongsi_aq#5,54 ,115 ,137 
dongsi_aq#6,51 ,111 ,154 
dongsi_aq#7,49 ,100 ,162 
dongsi_aq#8,52 ,97 ,173 
dongsi_aq#9,52 ,92 ,172 
dongsi_aq#10,52 ,107 ,169 
dongsi_aq#11,49 ,109 ,163 
dongsi_aq#12,58 ,112 ,164 
dongsi_aq#13,58 ,116 ,148 
dongsi_aq#14,62 ,121 ,133 
dongsi_aq#15,62 ,120 ,122 
dongsi_aq#16,61 ,102 ,100 
dongsi_aq#17,57 ,98 ,90 
dongsi_aq#18,54 ,94 ,75 
dongsi_aq#19,53 ,93 ,63 
dongsi_aq#20,53 ,92 ,56 
dongsi_aq#21,51 ,106 ,47 
dongsi_aq#22,49 ,111 ,46 
dongsi_aq#23,51 ,106 ,57 
dongsi_aq#24,53 ,109 ,67 
dongsi_aq#25,56 ,103 ,75 
dongsi_aq#26,55 ,97 ,85 
dongsi_aq#27,57 ,97 ,114 
dongsi_aq#28,52 ,98 ,129 
dongsi_aq#29,54 ,96 ,136 
dongsi_aq#30,56 ,95 ,156 
dongsi_aq#31,55 ,98 ,168 
dongsi_aq#32,56 ,94 ,147 
dongsi_aq#33,55 ,98 ,152 
dongsi_aq#34,51 ,101 ,150 
dongsi_aq#35,52 ,107 ,165 
dongsi_aq#36,54 ,102 ,151 
dongsi_aq#37,54 ,104 ,123 
dongsi_aq#38,54 ,99 ,115 
dongsi_aq#39,56 ,96 ,101 
dongsi_aq#40,56 ,85 ,91 
dongsi_aq#41,54 ,75 ,77 
dongsi_aq#42,52 ,73 ,57 
dongsi_aq#43,50 ,71 ,60 
dongsi_aq#44,51 ,72 ,53 
dongsi_aq#45,53 ,75 ,44 
dongsi_aq#46,52 ,78 ,44 
dongsi_aq#47,52 ,73 ,40 
tiantan_aq#0,58 ,85 ,42 
tiantan_aq#1,56 ,88 ,50 
tiantan_aq#2,58 ,83 ,72 
tiantan_aq#3,54 ,84 ,101 
tiantan_aq#4,53 ,86 ,115 
tiantan_aq#5,56 ,95 ,127 
tiantan_aq#6,51 ,95 ,141 
tiantan_aq#7,53 ,86 ,150 
tiantan_aq#8,50 ,83 ,160 
tiantan_aq#9,52 ,84 ,163 
tiantan_aq#10,52 ,94 ,156 
tiantan_aq#11,48 ,100 ,144 
tiantan_aq#12,46 ,98 ,142 
tiantan_aq#13,45 ,98 ,123 
tiantan_aq#14,48 ,103 ,114 
tiantan_aq#15,50 ,107 ,109 
tiantan_aq#16,52 ,104 ,92 
tiantan_aq#17,51 ,109 ,85 
tiantan_aq#18,49 ,97 ,50 
tiantan_aq#19,48 ,90 ,40 
tiantan_aq#20,50 ,89 ,30 
tiantan_aq#21,51 ,86 ,38 
tiantan_aq#22,47 ,89 ,41 
tiantan_aq#23,50 ,98 ,45 
tiantan_aq#24,49 ,99 ,62 
tiantan_aq#25,47 ,94 ,75 
tiantan_aq#26,46 ,86 ,87 
tiantan_aq#27,45 ,91 ,103 
tiantan_aq#28,46 ,93 ,115 
tiantan_aq#29,46 ,96 ,127 
tiantan_aq#30,46 ,89 ,139 
tiantan_aq#31,48 ,85 ,148 
tiantan_aq#32,46 ,89 ,152 
tiantan_aq#33,42 ,90 ,148 
tiantan_aq#34,40 ,85 ,134 
tiantan_aq#35,39 ,78 ,144 
tiantan_aq#36,41 ,80 ,135 
tiantan_aq#37,40 ,80 ,102 
tiantan_aq#38,38 ,78 ,100 
tiantan_aq#39,39 ,77 ,80 
tiantan_aq#40,42 ,75 ,68 
tiantan_aq#41,42 ,75 ,63 
tiantan_aq#42,41 ,68 ,43 
tiantan_aq#43,42 ,66 ,50 
tiantan_aq#44,41 ,69 ,32 
tiantan_aq#45,41 ,69 ,30 
tiantan_aq#46,42 ,71 ,33 
tiantan_aq#47,38 ,66 ,33 
guanyuan_aq#0,58 ,90 ,66 
guanyuan_aq#1,54 ,86 ,66 
guanyuan_aq#2,55 ,89 ,89 
guanyuan_aq#3,53 ,88 ,123 
guanyuan_aq#4,53 ,79 ,135 
guanyuan_aq#5,51 ,84 ,136 
guanyuan_aq#6,51 ,82 ,148 
guanyuan_aq#7,47 ,82 ,151 
guanyuan_aq#8,47 ,77 ,176 
guanyuan_aq#9,46 ,78 ,172 
guanyuan_aq#10,45 ,80 ,163 
guanyuan_aq#11,50 ,86 ,164 
guanyuan_aq#12,50 ,99 ,160 
guanyuan_aq#13,48 ,100 ,147 
guanyuan_aq#14,49 ,105 ,133 
guanyuan_aq#15,47 ,109 ,128 
guanyuan_aq#16,49 ,108 ,116 
guanyuan_aq#17,48 ,113 ,92 
guanyuan_aq#18,45 ,118 ,81 
guanyuan_aq#19,46 ,107 ,69 
guanyuan_aq#20,47 ,99 ,47 
guanyuan_aq#21,44 ,101 ,44 
guanyuan_aq#22,44 ,105 ,43 
guanyuan_aq#23,42 ,109 ,47 
guanyuan_aq#24,43 ,109 ,71 
guanyuan_aq#25,44 ,103 ,79 
guanyuan_aq#26,46 ,99 ,91 
guanyuan_aq#27,46 ,106 ,123 
guanyuan_aq#28,47 ,106 ,130 
guanyuan_aq#29,48 ,108 ,140 
guanyuan_aq#30,48 ,103 ,163 
guanyuan_aq#31,43 ,103 ,170 
guanyuan_aq#32,44 ,103 ,173 
guanyuan_aq#33,42 ,103 ,172 
guanyuan_aq#34,42 ,99 ,171 
guanyuan_aq#35,43 ,101 ,174 
guanyuan_aq#36,45 ,103 ,157 
guanyuan_aq#37,47 ,101 ,131 
guanyuan_aq#38,49 ,99 ,120 
guanyuan_aq#39,52 ,98 ,115 
guanyuan_aq#40,53 ,95 ,94 
guanyuan_aq#41,50 ,88 ,84 
guanyuan_aq#42,51 ,83 ,65 
guanyuan_aq#43,53 ,81 ,76 
guanyuan_aq#44,52 ,79 ,58 
