test_id,PM2.5,PM10,O3
dongsi_aq#0,35 ,68 ,93 
dongsi_aq#1,35 ,69 ,96 
dongsi_aq#2,39 ,78 ,99 
dongsi_aq#3,41 ,82 ,109 
dongsi_aq#4,51 ,78 ,110 
dongsi_aq#5,54 ,76 ,118 
dongsi_aq#6,47 ,74 ,129 
dongsi_aq#7,43 ,77 ,132 
dongsi_aq#8,46 ,86 ,141 
dongsi_aq#9,47 ,93 ,145 
dongsi_aq#10,48 ,92 ,147 
dongsi_aq#11,49 ,95 ,141 
dongsi_aq#12,49 ,95 ,134 
dongsi_aq#13,53 ,97 ,127 
dongsi_aq#14,52 ,102 ,120 
dongsi_aq#15,52 ,102 ,91 
dongsi_aq#16,49 ,107 ,80 
dongsi_aq#17,48 ,96 ,72 
dongsi_aq#18,47 ,94 ,60 
dongsi_aq#19,40 ,91 ,49 
dongsi_aq#20,41 ,87 ,45 
dongsi_aq#21,41 ,92 ,53 
dongsi_aq#22,44 ,95 ,61 
dongsi_aq#23,40 ,91 ,47 
dongsi_aq#24,41 ,89 ,68 
dongsi_aq#25,48 ,92 ,82 
dongsi_aq#26,44 ,98 ,93 
dongsi_aq#27,41 ,102 ,118 
dongsi_aq#28,42 ,107 ,136 
dongsi_aq#29,46 ,108 ,146 
dongsi_aq#30,45 ,104 ,150 
dongsi_aq#31,46 ,109 ,170 
dongsi_aq#32,48 ,104 ,175 
dongsi_aq#33,48 ,103 ,171 
dongsi_aq#34,46 ,113 ,173 
dongsi_aq#35,42 ,98 ,174 
dongsi_aq#36,48 ,101 ,171 
dongsi_aq#37,47 ,93 ,154 
dongsi_aq#38,47 ,93 ,149 
dongsi_aq#39,49 ,91 ,145 
dongsi_aq#40,52 ,91 ,121 
dongsi_aq#41,52 ,99 ,121 
dongsi_aq#42,52 ,92 ,92 
dongsi_aq#43,50 ,91 ,85 
dongsi_aq#44,49 ,93 ,77 
dongsi_aq#45,50 ,99 ,74 
dongsi_aq#46,45 ,103 ,73 
dongsi_aq#47,53 ,97 ,78 
tiantan_aq#0,40 ,81 ,80 
tiantan_aq#1,40 ,78 ,91 
tiantan_aq#2,40 ,83 ,93 
tiantan_aq#3,38 ,85 ,104 
tiantan_aq#4,36 ,95 ,110 
tiantan_aq#5,39 ,88 ,116 
tiantan_aq#6,39 ,83 ,126 
tiantan_aq#7,38 ,86 ,130 
tiantan_aq#8,37 ,89 ,142 
tiantan_aq#9,36 ,89 ,140 
tiantan_aq#10,36 ,91 ,148 
tiantan_aq#11,35 ,94 ,136 
tiantan_aq#12,35 ,86 ,122 
tiantan_aq#13,40 ,86 ,116 
tiantan_aq#14,38 ,86 ,104 
tiantan_aq#15,41 ,97 ,81 
