test_id,PM2.5,PM10,O3
dongsi_aq#0,21 ,55 ,102 
dongsi_aq#1,26 ,50 ,111 
dongsi_aq#2,25 ,47 ,117 
dongsi_aq#3,25 ,49 ,120 
dongsi_aq#4,35 ,54 ,137 
dongsi_aq#5,36 ,59 ,145 
dongsi_aq#6,38 ,63 ,125 
dongsi_aq#7,36 ,65 ,129 
dongsi_aq#8,37 ,66 ,128 
dongsi_aq#9,37 ,65 ,125 
dongsi_aq#10,36 ,67 ,137 
dongsi_aq#11,40 ,66 ,118 
dongsi_aq#12,35 ,67 ,107 
dongsi_aq#13,35 ,67 ,89 
dongsi_aq#14,45 ,70 ,56 
dongsi_aq#15,37 ,64 ,50 
dongsi_aq#16,34 ,69 ,53 
dongsi_aq#17,35 ,72 ,56 
dongsi_aq#18,32 ,66 ,50 
dongsi_aq#19,36 ,67 ,42 
dongsi_aq#20,28 ,72 ,46 
dongsi_aq#21,32 ,66 ,50 
dongsi_aq#22,34 ,67 ,58 
dongsi_aq#23,36 ,62 ,65 
dongsi_aq#24,55 ,73 ,74 
dongsi_aq#25,55 ,72 ,89 
dongsi_aq#26,53 ,76 ,91 
dongsi_aq#27,54 ,84 ,100 
dongsi_aq#28,58 ,92 ,116 
dongsi_aq#29,64 ,91 ,120 
dongsi_aq#30,64 ,91 ,125 
dongsi_aq#31,67 ,93 ,141 
dongsi_aq#32,69 ,95 ,149 
dongsi_aq#33,71 ,98 ,155 
dongsi_aq#34,78 ,108 ,154 
dongsi_aq#35,75 ,122 ,149 
dongsi_aq#36,76 ,129 ,135 
dongsi_aq#37,67 ,127 ,133 
dongsi_aq#38,63 ,128 ,122 
dongsi_aq#39,57 ,129 ,105 
dongsi_aq#40,57 ,128 ,85 
dongsi_aq#41,55 ,132 ,80 
dongsi_aq#42,57 ,122 ,66 
dongsi_aq#43,54 ,124 ,49 
dongsi_aq#44,54 ,118 ,42 
dongsi_aq#45,57 ,103 ,60 
dongsi_aq#46,48 ,107 ,70 
dongsi_aq#47,46 ,121 ,91 
tiantan_aq#0,26 ,73 ,95 
tiantan_aq#1,24 ,70 ,101 
tiantan_aq#2,22 ,77 ,103 
tiantan_aq#3,24 ,73 ,102 
tiantan_aq#4,24 ,76 ,126 
tiantan_aq#5,29 ,75 ,133 
tiantan_aq#6,32 ,74 ,116 
tiantan_aq#7,29 ,73 ,109 
tiantan_aq#8,30 ,66 ,110 
tiantan_aq#9,31 ,68 ,107 
tiantan_aq#10,37 ,76 ,129 
tiantan_aq#11,36 ,73 ,105 
tiantan_aq#12,40 ,66 ,87 
tiantan_aq#13,39 ,69 ,70 
tiantan_aq#14,38 ,62 ,50 
tiantan_aq#15,35 ,64 ,48 
tiantan_aq#16,33 ,71 ,45 
tiantan_aq#17,34 ,70 ,33 
tiantan_aq#18,35 ,68 ,33 
tiantan_aq#19,34 ,72 ,29 
tiantan_aq#20,35 ,71 ,31 
tiantan_aq#21,36 ,72 ,34 
tiantan_aq#22,38 ,73 ,49 
tiantan_aq#23,32 ,74 ,58 
tiantan_aq#24,40 ,90 ,70 
tiantan_aq#25,40 ,90 ,83 
tiantan_aq#26,43 ,84 ,83 
tiantan_aq#27,45 ,86 ,90 
tiantan_aq#28,45 ,87 ,112 
tiantan_aq#29,47 ,91 ,118 
tiantan_aq#30,50 ,98 ,125 
tiantan_aq#31,52 ,100 ,161 
tiantan_aq#32,53 ,98 ,161 
tiantan_aq#33,61 ,104 ,160 
tiantan_aq#34,63 ,102 ,148 
tiantan_aq#35,58 ,119 ,141 
tiantan_aq#36,56 ,122 ,134 
tiantan_aq#37,50 ,120 ,101 
tiantan_aq#38,50 ,127 ,92 
tiantan_aq#39,48 ,129 ,82 
tiantan_aq#40,47 ,130 ,64 
tiantan_aq#41,48 ,130 ,61 
tiantan_aq#42,46 ,130 ,42 
tiantan_aq#43,42 ,112 ,51 
tiantan_aq#44,38 ,104 ,35 
tiantan_aq#45,41 ,90 ,55 
tiantan_aq#46,32 ,87 ,63 
tiantan_aq#47,34 ,100 ,90 
guanyuan_aq#0,28 ,62 ,114 
guanyuan_aq#1,28 ,63 ,111 
guanyuan_aq#2,25 ,62 ,111 
guanyuan_aq#3,23 ,63 ,105 
guanyuan_aq#4,24 ,69 ,112 
guanyuan_aq#5,34 ,66 ,124 
guanyuan_aq#6,39 ,70 ,127 
guanyuan_aq#7,38 ,72 ,120 
guanyuan_aq#8,32 ,71 ,116 
guanyuan_aq#9,34 ,71 ,115 
guanyuan_aq#10,36 ,75 ,137 
guanyuan_aq#11,34 ,72 ,115 
guanyuan_aq#12,29 ,73 ,100 
guanyuan_aq#13,28 ,81 ,74 
guanyuan_aq#14,30 ,77 ,61 
guanyuan_aq#15,32 ,82 ,60 
guanyuan_aq#16,32 ,87 ,55 
guanyuan_aq#17,33 ,82 ,49 
guanyuan_aq#18,37 ,82 ,53 
guanyuan_aq#19,35 ,77 ,54 
guanyuan_aq#20,37 ,83 ,54 
guanyuan_aq#21,38 ,71 ,60 
guanyuan_aq#22,36 ,71 ,60 
guanyuan_aq#23,36 ,75 ,59 
guanyuan_aq#24,34 ,77 ,89 
guanyuan_aq#25,34 ,77 ,97 
guanyuan_aq#26,43 ,77 ,108 
guanyuan_aq#27,48 ,104 ,109 
guanyuan_aq#28,48 ,109 ,124 
guanyuan_aq#29,49 ,112 ,137 
guanyuan_aq#30,55 ,113 ,168 
guanyuan_aq#31,57 ,113 ,164 
guanyuan_aq#32,54 ,120 ,165 
guanyuan_aq#33,51 ,128 ,168 
guanyuan_aq#34,51 ,127 ,165 
guanyuan_aq#35,56 ,128 ,150 
guanyuan_aq#36,54 ,122 ,134 
guanyuan_aq#37,47 ,125 ,110 
guanyuan_aq#38,48 ,138 ,112 
guanyuan_aq#39,51 ,139 ,106 
guanyuan_aq#40,56 ,130 ,68 
guanyuan_aq#41,56 ,137 ,65 
guanyuan_aq#42,50 ,140 ,61 
guanyuan_aq#43,51 ,134 ,49 
guanyuan_aq#44,47 ,124 ,47 
guanyuan_aq#45,51 ,111 ,64 
guanyuan_aq#46,49 ,110 ,76 
guanyuan_aq#47,43 ,117 ,82 
wanshouxig_aq#0,23 ,70 ,107 
wanshouxig_aq#1,24 ,80 ,114 
wanshouxig_aq#2,20 ,81 ,124 
wanshouxig_aq#3,20 ,77 ,112 
wanshouxig_aq#4,23 ,75 ,121 
wanshouxig_aq#5,25 ,79 ,128 
wanshouxig_aq#6,25 ,81 ,115 
wanshouxig_aq#7,30 ,80 ,105 
wanshouxig_aq#8,31 ,87 ,100 
wanshouxig_aq#9,27 ,84 ,104 
wanshouxig_aq#10,28 ,87 ,119 
wanshouxig_aq#11,28 ,84 ,105 
wanshouxig_aq#12,26 ,81 ,89 
wanshouxig_aq#13,25 ,78 ,67 
wanshouxig_aq#14,26 ,86 ,48 
wanshouxig_aq#15,29 ,81 ,45 
wanshouxig_aq#16,24 ,83 ,52 
wanshouxig_aq#17,28 ,84 ,43 
wanshouxig_aq#18,31 ,82 ,46 
wanshouxig_aq#19,26 ,81 ,44 
wanshouxig_aq#20,29 ,85 ,42 
wanshouxig_aq#21,26 ,86 ,41 
wanshouxig_aq#22,36 ,91 ,48 
wanshouxig_aq#23,35 ,94 ,49 
wanshouxig_aq#24,56 ,112 ,72 
wanshouxig_aq#25,58 ,111 ,84 
wanshouxig_aq#26,57 ,93 ,94 
wanshouxig_aq#27,56 ,90 ,99 
wanshouxig_aq#28,55 ,104 ,120 
wanshouxig_aq#29,52 ,112 ,127 
wanshouxig_aq#30,57 ,116 ,134 
wanshouxig_aq#31,64 ,122 ,143 
wanshouxig_aq#32,69 ,126 ,138 
wanshouxig_aq#33,74 ,119 ,145 
wanshouxig_aq#34,73 ,133 ,141 
wanshouxig_aq#35,74 ,156 ,142 
wanshouxig_aq#36,78 ,144 ,138 
wanshouxig_aq#37,80 ,141 ,120 
wanshouxig_aq#38,76 ,145 ,109 
wanshouxig_aq#39,69 ,146 ,88 
wanshouxig_aq#40,62 ,149 ,76 
wanshouxig_aq#41,60 ,154 ,63 
wanshouxig_aq#42,64 ,155 ,58 
wanshouxig_aq#43,65 ,155 ,43 
wanshouxig_aq#44,63 ,144 ,35 
wanshouxig_aq#45,57 ,132 ,51 
wanshouxig_aq#46,56 ,129 ,68 
wanshouxig_aq#47,64 ,126 ,90 
aotizhongx_aq#0,22 ,70 ,92 
aotizhongx_aq#1,25 ,67 ,96 
aotizhongx_aq#2,26 ,64 ,101 
aotizhongx_aq#3,29 ,75 ,102 
aotizhongx_aq#4,31 ,77 ,104 
aotizhongx_aq#5,30 ,77 ,117 
aotizhongx_aq#6,30 ,83 ,115 
aotizhongx_aq#7,29 ,88 ,109 
aotizhongx_aq#8,29 ,85 ,113 
aotizhongx_aq#9,31 ,78 ,93 
aotizhongx_aq#10,34 ,80 ,136 
aotizhongx_aq#11,34 ,82 ,131 
aotizhongx_aq#12,30 ,77 ,112 
aotizhongx_aq#13,32 ,82 ,68 
aotizhongx_aq#14,28 ,78 ,59 
aotizhongx_aq#15,26 ,81 ,52 
aotizhongx_aq#16,28 ,78 ,56 
aotizhongx_aq#17,27 ,78 ,53 
aotizhongx_aq#18,21 ,72 ,33 
aotizhongx_aq#19,22 ,69 ,33 
aotizhongx_aq#20,22 ,63 ,40 
aotizhongx_aq#21,26 ,70 ,41 
aotizhongx_aq#22,30 ,69 ,55 
aotizhongx_aq#23,28 ,73 ,53 
aotizhongx_aq#24,27 ,62 ,90 
aotizhongx_aq#25,25 ,69 ,98 
aotizhongx_aq#26,23 ,83 ,117 
aotizhongx_aq#27,24 ,100 ,123 
aotizhongx_aq#28,29 ,97 ,131 
aotizhongx_aq#29,36 ,101 ,139 
aotizhongx_aq#30,39 ,101 ,163 
aotizhongx_aq#31,40 ,106 ,149 
aotizhongx_aq#32,45 ,128 ,160 
aotizhongx_aq#33,49 ,130 ,159 
aotizhongx_aq#34,57 ,136 ,158 
aotizhongx_aq#35,49 ,142 ,147 
aotizhongx_aq#36,45 ,130 ,125 
aotizhongx_aq#37,36 ,126 ,107 
aotizhongx_aq#38,35 ,126 ,99 
aotizhongx_aq#39,34 ,130 ,83 
aotizhongx_aq#40,43 ,134 ,72 
aotizhongx_aq#41,50 ,136 ,61 
aotizhongx_aq#42,47 ,130 ,56 
aotizhongx_aq#43,45 ,126 ,39 
aotizhongx_aq#44,31 ,116 ,29 
aotizhongx_aq#45,32 ,115 ,41 
aotizhongx_aq#46,28 ,115 ,49 
aotizhongx_aq#47,36 ,111 ,71 
nongzhangu_aq#0,23 ,59 ,111 
nongzhangu_aq#1,25 ,59 ,114 
nongzhangu_aq#2,23 ,50 ,126 
nongzhangu_aq#3,26 ,52 ,132 
nongzhangu_aq#4,25 ,53 ,132 
nongzhangu_aq#5,27 ,50 ,142 
nongzhangu_aq#6,24 ,50 ,142 
nongzhangu_aq#7,30 ,56 ,121 
nongzhangu_aq#8,28 ,52 ,127 
nongzhangu_aq#9,31 ,53 ,121 
nongzhangu_aq#10,40 ,70 ,134 
nongzhangu_aq#11,37 ,75 ,115 
nongzhangu_aq#12,36 ,77 ,102 
nongzhangu_aq#13,30 ,83 ,60 
nongzhangu_aq#14,33 ,66 ,48 
nongzhangu_aq#15,31 ,72 ,42 
nongzhangu_aq#16,34 ,71 ,44 
nongzhangu_aq#17,32 ,72 ,48 
nongzhangu_aq#18,33 ,73 ,44 
nongzhangu_aq#19,31 ,67 ,43 
nongzhangu_aq#20,32 ,68 ,42 
nongzhangu_aq#21,30 ,66 ,52 
nongzhangu_aq#22,31 ,68 ,63 
nongzhangu_aq#23,35 ,73 ,63 
nongzhangu_aq#24,37 ,79 ,78 
nongzhangu_aq#25,36 ,82 ,84 
nongzhangu_aq#26,38 ,85 ,94 
nongzhangu_aq#27,45 ,101 ,112 
nongzhangu_aq#28,53 ,100 ,115 
nongzhangu_aq#29,59 ,99 ,118 
nongzhangu_aq#30,55 ,106 ,127 
nongzhangu_aq#31,62 ,114 ,165 
nongzhangu_aq#32,63 ,116 ,170 
nongzhangu_aq#33,60 ,119 ,167 
nongzhangu_aq#34,55 ,126 ,167 
nongzhangu_aq#35,54 ,133 ,151 
nongzhangu_aq#36,43 ,142 ,139 
nongzhangu_aq#37,41 ,145 ,130 
nongzhangu_aq#38,39 ,156 ,115 
nongzhangu_aq#39,40 ,145 ,89 
nongzhangu_aq#40,42 ,139 ,75 
nongzhangu_aq#41,39 ,137 ,57 
nongzhangu_aq#42,40 ,138 ,38 
nongzhangu_aq#43,38 ,127 ,27 
nongzhangu_aq#44,34 ,124 ,24 
nongzhangu_aq#45,42 ,106 ,51 
nongzhangu_aq#46,27 ,118 ,74 
nongzhangu_aq#47,33 ,117 ,87 
wanliu_aq#0,15 ,75 ,97 
wanliu_aq#1,16 ,71 ,116 
wanliu_aq#2,17 ,70 ,127 
wanliu_aq#3,19 ,66 ,127 
wanliu_aq#4,30 ,71 ,120 
wanliu_aq#5,31 ,69 ,135 
wanliu_aq#6,40 ,71 ,135 
wanliu_aq#7,38 ,70 ,128 
wanliu_aq#8,38 ,68 ,133 
wanliu_aq#9,33 ,66 ,134 
wanliu_aq#10,30 ,63 ,113 
wanliu_aq#11,23 ,72 ,136 
wanliu_aq#12,32 ,77 ,84 
wanliu_aq#13,36 ,76 ,72 
wanliu_aq#14,34 ,82 ,54 
wanliu_aq#15,33 ,83 ,52 
wanliu_aq#16,31 ,87 ,44 
wanliu_aq#17,30 ,93 ,30 
wanliu_aq#18,35 ,90 ,23 
wanliu_aq#19,36 ,76 ,25 
wanliu_aq#20,39 ,79 ,30 
wanliu_aq#21,37 ,79 ,39 
wanliu_aq#22,38 ,82 ,50 
wanliu_aq#23,43 ,86 ,48 
wanliu_aq#24,43 ,89 ,84 
wanliu_aq#25,45 ,85 ,90 
wanliu_aq#26,49 ,101 ,102 
wanliu_aq#27,51 ,106 ,111 
wanliu_aq#28,62 ,115 ,130 
wanliu_aq#29,62 ,117 ,142 
wanliu_aq#30,66 ,118 ,166 
wanliu_aq#31,62 ,114 ,162 
wanliu_aq#32,66 ,126 ,170 
wanliu_aq#33,68 ,136 ,176 
wanliu_aq#34,70 ,140 ,179 
wanliu_aq#35,71 ,143 ,165 
wanliu_aq#36,63 ,145 ,147 
wanliu_aq#37,61 ,146 ,111 
wanliu_aq#38,49 ,137 ,69 
wanliu_aq#39,53 ,149 ,81 
wanliu_aq#40,57 ,149 ,68 
wanliu_aq#41,59 ,151 ,68 
wanliu_aq#42,59 ,151 ,52 
wanliu_aq#43,57 ,151 ,46 
wanliu_aq#44,58 ,127 ,43 
wanliu_aq#45,51 ,131 ,52 
wanliu_aq#46,49 ,120 ,64 
wanliu_aq#47,50 ,138 ,86 
beibuxinqu_aq#0,23 ,68 ,100 
beibuxinqu_aq#1,24 ,75 ,121 
beibuxinqu_aq#2,24 ,82 ,131 
beibuxinqu_aq#3,26 ,88 ,119 
beibuxinqu_aq#4,27 ,83 ,120 
beibuxinqu_aq#5,26 ,88 ,129 
beibuxinqu_aq#6,26 ,92 ,130 
beibuxinqu_aq#7,26 ,86 ,138 
beibuxinqu_aq#8,27 ,82 ,142 
beibuxinqu_aq#9,30 ,79 ,147 
beibuxinqu_aq#10,26 ,88 ,124 
beibuxinqu_aq#11,27 ,76 ,96 
beibuxinqu_aq#12,28 ,76 ,71 
beibuxinqu_aq#13,28 ,83 ,62 
beibuxinqu_aq#14,26 ,81 ,56 
beibuxinqu_aq#15,25 ,78 ,49 
beibuxinqu_aq#16,27 ,73 ,49 
beibuxinqu_aq#17,30 ,75 ,40 
beibuxinqu_aq#18,28 ,79 ,37 
beibuxinqu_aq#19,27 ,74 ,33 
beibuxinqu_aq#20,26 ,69 ,36 
beibuxinqu_aq#21,23 ,64 ,42 
beibuxinqu_aq#22,40 ,112 ,46 
beibuxinqu_aq#23,49 ,123 ,48 
beibuxinqu_aq#24,50 ,122 ,75 
beibuxinqu_aq#25,59 ,153 ,101 
beibuxinqu_aq#26,64 ,153 ,100 
beibuxinqu_aq#27,74 ,170 ,119 
beibuxinqu_aq#28,77 ,172 ,137 
beibuxinqu_aq#29,77 ,163 ,143 
beibuxinqu_aq#30,81 ,169 ,159 
beibuxinqu_aq#31,89 ,184 ,157 
beibuxinqu_aq#32,88 ,182 ,158 
beibuxinqu_aq#33,79 ,176 ,147 
beibuxinqu_aq#34,96 ,220 ,143 
beibuxinqu_aq#35,90 ,191 ,134 
beibuxinqu_aq#36,87 ,211 ,110 
beibuxinqu_aq#37,82 ,195 ,86 
beibuxinqu_aq#38,68 ,166 ,60 
beibuxinqu_aq#39,70 ,173 ,47 
beibuxinqu_aq#40,75 ,204 ,48 
beibuxinqu_aq#41,78 ,212 ,38 
beibuxinqu_aq#42,77 ,218 ,36 
beibuxinqu_aq#43,66 ,192 ,18 
beibuxinqu_aq#44,65 ,193 ,19 
beibuxinqu_aq#45,76 ,198 ,44 
beibuxinqu_aq#46,65 ,190 ,52 
beibuxinqu_aq#47,59 ,184 ,68 
zhiwuyuan_aq#0,23 ,56 ,96 
zhiwuyuan_aq#1,25 ,56 ,95 
zhiwuyuan_aq#2,24 ,55 ,101 
zhiwuyuan_aq#3,26 ,55 ,109 
zhiwuyuan_aq#4,27 ,53 ,112 
zhiwuyuan_aq#5,26 ,53 ,125 
zhiwuyuan_aq#6,28 ,53 ,122 
zhiwuyuan_aq#7,26 ,52 ,123 
zhiwuyuan_aq#8,28 ,62 ,123 
zhiwuyuan_aq#9,26 ,69 ,111 
zhiwuyuan_aq#10,27 ,65 ,98 
zhiwuyuan_aq#11,30 ,55 ,97 
zhiwuyuan_aq#12,33 ,60 ,90 
zhiwuyuan_aq#13,33 ,66 ,80 
zhiwuyuan_aq#14,38 ,66 ,69 
zhiwuyuan_aq#15,32 ,59 ,59 
zhiwuyuan_aq#16,34 ,66 ,54 
zhiwuyuan_aq#17,35 ,67 ,48 
zhiwuyuan_aq#18,36 ,74 ,42 
zhiwuyuan_aq#19,36 ,71 ,45 
zhiwuyuan_aq#20,36 ,67 ,51 
zhiwuyuan_aq#21,31 ,71 ,60 
zhiwuyuan_aq#22,34 ,75 ,56 
zhiwuyuan_aq#23,30 ,66 ,57 
zhiwuyuan_aq#24,30 ,76 ,79 
zhiwuyuan_aq#25,47 ,103 ,93 
zhiwuyuan_aq#26,55 ,106 ,97 
zhiwuyuan_aq#27,60 ,110 ,107 
zhiwuyuan_aq#28,65 ,110 ,121 
zhiwuyuan_aq#29,60 ,107 ,124 
