test_id,PM2.5,PM10,O3
dongsi_aq#0,28 ,64 ,77 
dongsi_aq#1,29 ,65 ,85 
dongsi_aq#2,33 ,79 ,88 
dongsi_aq#3,36 ,82 ,94 
dongsi_aq#4,34 ,80 ,100 
dongsi_aq#5,38 ,82 ,105 
dongsi_aq#6,39 ,79 ,105 
dongsi_aq#7,36 ,79 ,111 
dongsi_aq#8,36 ,78 ,117 
dongsi_aq#9,34 ,79 ,113 
dongsi_aq#10,33 ,68 ,112 
dongsi_aq#11,30 ,69 ,105 
dongsi_aq#12,35 ,71 ,89 
dongsi_aq#13,45 ,76 ,76 
dongsi_aq#14,54 ,82 ,69 
dongsi_aq#15,58 ,81 ,61 
dongsi_aq#16,54 ,78 ,60 
dongsi_aq#17,58 ,78 ,52 
dongsi_aq#18,54 ,80 ,50 
dongsi_aq#19,54 ,82 ,53 
dongsi_aq#20,55 ,87 ,61 
dongsi_aq#21,54 ,83 ,65 
dongsi_aq#22,57 ,86 ,67 
dongsi_aq#23,58 ,84 ,68 
dongsi_aq#24,56 ,89 ,79 
dongsi_aq#25,56 ,83 ,85 
dongsi_aq#26,55 ,86 ,91 
dongsi_aq#27,52 ,90 ,94 
dongsi_aq#28,51 ,92 ,100 
dongsi_aq#29,46 ,91 ,105 
dongsi_aq#30,44 ,92 ,107 
dongsi_aq#31,41 ,90 ,124 
dongsi_aq#32,43 ,91 ,118 
dongsi_aq#33,44 ,93 ,134 
dongsi_aq#34,46 ,96 ,137 
dongsi_aq#35,50 ,100 ,141 
dongsi_aq#36,57 ,115 ,135 
dongsi_aq#37,64 ,124 ,135 
dongsi_aq#38,71 ,121 ,125 
dongsi_aq#39,70 ,124 ,117 
dongsi_aq#40,71 ,120 ,98 
dongsi_aq#41,81 ,121 ,75 
dongsi_aq#42,74 ,117 ,51 
dongsi_aq#43,66 ,108 ,47 
dongsi_aq#44,71 ,112 ,45 
dongsi_aq#45,74 ,115 ,39 
dongsi_aq#46,70 ,114 ,51 
dongsi_aq#47,69 ,116 ,68 
tiantan_aq#0,24 ,71 ,67 
tiantan_aq#1,25 ,78 ,80 
tiantan_aq#2,29 ,85 ,88 
tiantan_aq#3,30 ,89 ,93 
tiantan_aq#4,29 ,90 ,101 
tiantan_aq#5,29 ,87 ,107 
tiantan_aq#6,29 ,83 ,113 
tiantan_aq#7,29 ,82 ,115 
tiantan_aq#8,28 ,83 ,117 
tiantan_aq#9,26 ,86 ,107 
tiantan_aq#10,20 ,69 ,100 
tiantan_aq#11,20 ,66 ,92 
tiantan_aq#12,25 ,69 ,79 
tiantan_aq#13,31 ,82 ,72 
tiantan_aq#14,35 ,83 ,52 
tiantan_aq#15,34 ,77 ,48 
tiantan_aq#16,37 ,71 ,43 
tiantan_aq#17,38 ,73 ,36 
tiantan_aq#18,37 ,72 ,38 
tiantan_aq#19,33 ,74 ,45 
tiantan_aq#20,33 ,75 ,49 
tiantan_aq#21,34 ,73 ,57 
tiantan_aq#22,34 ,76 ,62 
tiantan_aq#23,36 ,73 ,61 
tiantan_aq#24,35 ,83 ,67 
tiantan_aq#25,36 ,84 ,74 
tiantan_aq#26,37 ,85 ,78 
tiantan_aq#27,40 ,85 ,81 
tiantan_aq#28,38 ,92 ,79 
tiantan_aq#29,38 ,98 ,84 
tiantan_aq#30,39 ,100 ,95 
tiantan_aq#31,39 ,87 ,115 
tiantan_aq#32,38 ,96 ,109 
tiantan_aq#33,42 ,96 ,119 
tiantan_aq#34,47 ,104 ,123 
tiantan_aq#35,51 ,106 ,123 
tiantan_aq#36,51 ,102 ,106 
tiantan_aq#37,50 ,109 ,104 
tiantan_aq#38,49 ,106 ,104 
tiantan_aq#39,48 ,109 ,86 
tiantan_aq#40,51 ,106 ,78 
tiantan_aq#41,51 ,102 ,54 
tiantan_aq#42,49 ,103 ,33 
tiantan_aq#43,45 ,91 ,30 
tiantan_aq#44,47 ,96 ,29 
tiantan_aq#45,44 ,98 ,29 
tiantan_aq#46,45 ,106 ,39 
tiantan_aq#47,45 ,105 ,55 
guanyuan_aq#0,24 ,72 ,69 
guanyuan_aq#1,25 ,72 ,86 
guanyuan_aq#2,25 ,74 ,95 
guanyuan_aq#3,26 ,80 ,102 
guanyuan_aq#4,28 ,79 ,109 
guanyuan_aq#5,31 ,77 ,121 
guanyuan_aq#6,30 ,79 ,122 
guanyuan_aq#7,33 ,79 ,128 
guanyuan_aq#8,33 ,79 ,125 
guanyuan_aq#9,31 ,78 ,122 
guanyuan_aq#10,32 ,74 ,116 
guanyuan_aq#11,30 ,70 ,105 
guanyuan_aq#12,37 ,72 ,91 
guanyuan_aq#13,40 ,88 ,72 
guanyuan_aq#14,43 ,87 ,57 
guanyuan_aq#15,46 ,86 ,43 
guanyuan_aq#16,44 ,89 ,44 
guanyuan_aq#17,43 ,90 ,50 
guanyuan_aq#18,47 ,90 ,52 
guanyuan_aq#19,51 ,88 ,60 
guanyuan_aq#20,51 ,87 ,63 
guanyuan_aq#21,53 ,90 ,61 
guanyuan_aq#22,52 ,93 ,69 
guanyuan_aq#23,53 ,92 ,67 
guanyuan_aq#24,53 ,94 ,77 
guanyuan_aq#25,54 ,96 ,82 
guanyuan_aq#26,56 ,100 ,87 
