test_id,PM2.5,PM10,O3
dongsi_aq#0,75 ,95 ,52 
dongsi_aq#1,70 ,96 ,74 
dongsi_aq#2,70 ,98 ,91 
dongsi_aq#3,69 ,92 ,116 
dongsi_aq#4,73 ,88 ,131 
dongsi_aq#5,64 ,86 ,138 
dongsi_aq#6,59 ,85 ,132 
dongsi_aq#7,52 ,79 ,126 
dongsi_aq#8,52 ,81 ,125 
dongsi_aq#9,56 ,82 ,122 
dongsi_aq#10,56 ,82 ,124 
dongsi_aq#11,56 ,82 ,119 
dongsi_aq#12,58 ,86 ,112 
dongsi_aq#13,60 ,87 ,105 
dongsi_aq#14,64 ,87 ,80 
dongsi_aq#15,65 ,87 ,78 
dongsi_aq#16,68 ,87 ,66 
dongsi_aq#17,73 ,88 ,68 
dongsi_aq#18,70 ,83 ,49 
dongsi_aq#19,71 ,78 ,40 
dongsi_aq#20,70 ,79 ,38 
dongsi_aq#21,71 ,76 ,34 
dongsi_aq#22,69 ,77 ,35 
dongsi_aq#23,67 ,76 ,36 
dongsi_aq#24,65 ,77 ,47 
dongsi_aq#25,63 ,78 ,69 
dongsi_aq#26,64 ,78 ,77 
dongsi_aq#27,57 ,78 ,98 
dongsi_aq#28,55 ,84 ,109 
dongsi_aq#29,52 ,81 ,109 
dongsi_aq#30,50 ,88 ,137 
dongsi_aq#31,53 ,83 ,151 
dongsi_aq#32,54 ,81 ,159 
dongsi_aq#33,57 ,86 ,161 
dongsi_aq#34,59 ,84 ,155 
dongsi_aq#35,64 ,89 ,151 
dongsi_aq#36,68 ,93 ,153 
dongsi_aq#37,70 ,95 ,142 
dongsi_aq#38,74 ,97 ,133 
dongsi_aq#39,75 ,94 ,100 
dongsi_aq#40,75 ,91 ,87 
dongsi_aq#41,66 ,89 ,76 
dongsi_aq#42,62 ,79 ,54 
dongsi_aq#43,62 ,72 ,62 
dongsi_aq#44,58 ,75 ,56 
dongsi_aq#45,59 ,71 ,47 
dongsi_aq#46,54 ,67 ,52 
dongsi_aq#47,56 ,73 ,46 
tiantan_aq#0,64 ,109 ,48 
tiantan_aq#1,56 ,112 ,62 
tiantan_aq#2,53 ,111 ,83 
tiantan_aq#3,52 ,110 ,105 
tiantan_aq#4,54 ,104 ,115 
tiantan_aq#5,52 ,98 ,130 
tiantan_aq#6,47 ,93 ,139 
tiantan_aq#7,43 ,91 ,120 
tiantan_aq#8,44 ,91 ,115 
tiantan_aq#9,48 ,89 ,115 
tiantan_aq#10,49 ,85 ,115 
tiantan_aq#11,48 ,85 ,114 
tiantan_aq#12,49 ,85 ,114 
tiantan_aq#13,50 ,88 ,81 
